metabolite_id,metabolite_name,accession,accession_idx,timepoint,intensity,metabolite_class
Met.421,Glutamic acid,ecotype.1967,243,6d darkness,-1.429682442,unknown
Met.422,"Glutamic acid, N-acetyl-",ecotype.1967,243,6d darkness,-2.19327902,unknown
Met.457,Glutathione,ecotype.1967,243,6d darkness,-1.670345013,unknown
Met.474,Glycyl-L-phenylalanine,ecotype.1967,243,6d darkness,0.134636794,unknown
Met.486,Guanosine,ecotype.1967,243,6d darkness,-1.654228077,unknown
Met.487,Guanosine 2':3'-Cyclic monophosphate,ecotype.1967,243,6d darkness,0.576630177,unknown
Met.50,2-Isopropylmalic acid,ecotype.1967,243,6d darkness,-0.352863628,unknown
Met.54,2-Methylcitric acid,ecotype.1967,243,6d darkness,-2.645931198,unknown
Met.542,Indoxyl-beta-D-glucoside,ecotype.1967,243,6d darkness,-1.029536815,unknown
Met.545,Leucine,ecotype.1967,243,6d darkness,4.427127716,unknown
Met.563,Kaempferol 3-O-6-O-(rhamnosyl) glucoside 7-O-rhamnoside,ecotype.1967,243,6d darkness,-2.800454102,unknown
Met.564,Kaempferol 3-O-glucoside 7-O-rhamnoside,ecotype.1967,243,6d darkness,-3.226702067,unknown
Met.565,Kaempferol 3-O-rhamnoside 7-O-rhamnoside,ecotype.1967,243,6d darkness,-2.458246885,unknown
Met.570,Lactulose,ecotype.1967,243,6d darkness,-4.096631545,unknown
Met.571,Isoleucine,ecotype.1967,243,6d darkness,2.458978479,unknown
Met.589,Loganin,ecotype.1967,243,6d darkness,2.683470012,unknown
Met.614,Malic acid,ecotype.1967,243,6d darkness,-1.691960262,unknown
Met.615,Malonamide,ecotype.1967,243,6d darkness,-1.981938784,unknown
Met.622,Methionine,ecotype.1967,243,6d darkness,0.588883896,unknown
Met.647,Monotropein,ecotype.1967,243,6d darkness,-0.093473472,unknown
Met.660,"N,N-Dimethylglycine",ecotype.1967,243,6d darkness,-1.390801982,unknown
Met.665,N-Acetyl-D-Phenylalanine,ecotype.1967,243,6d darkness,-1.456636608,unknown
Met.669,N-Acetyl-L-Tyrosine,ecotype.1967,243,6d darkness,-2.347641583,unknown
Met.674,Naringin,ecotype.1967,243,6d darkness,0.074132201,unknown
Met.684,N-Ethylmaleamic acid,ecotype.1967,243,6d darkness,6.289018661,unknown
Met.721,Ornithine,ecotype.1967,243,6d darkness,3.89175636,amino acid
Met.728,Pantothenic acid (Vitamine B5) ,ecotype.1967,243,6d darkness,1.184829143,unknown
Met.729,p-Coumaric acid,ecotype.1967,243,6d darkness,3.569901129,unknown
Met.73,3-Deoxy-D-manno-2-octulosonic acid,ecotype.1967,243,6d darkness,-1.064703633,unknown
Met.74,3-Hydroxy-3-Methylglutaric acid,ecotype.1967,243,6d darkness,2.77128638,unknown
Met.809,Purine,ecotype.1967,243,6d darkness,4.951455785,unknown
Met.813,Pyridoxamine-5'-phosphate,ecotype.1967,243,6d darkness,-0.799009667,unknown
Met.817,Pyroglutamic acid,ecotype.1967,243,6d darkness,0.212517033,unknown
Met.819,"Quercetin 3,7-dirhamnoside",ecotype.1967,243,6d darkness,-3.831794824,unknown
Met.821,Quercetin 3-O-glucoside 7-O-rhamnoside,ecotype.1967,243,6d darkness,-3.704189307,unknown
Met.830,Riboflavin ,ecotype.1967,243,6d darkness,-1.282577105,unknown
Met.836,Rutin,ecotype.1967,243,6d darkness,-3.547606779,unknown
Met.837,Saccharic acid,ecotype.1967,243,6d darkness,0.392533926,unknown
Met.841,Salicin,ecotype.1967,243,6d darkness,0.118355103,unknown
Met.846,Sedoheptulose,ecotype.1967,243,6d darkness,1.807011642,unknown
Met.850,Serine,ecotype.1967,243,6d darkness,-1.146327172,amino acid
Met.876,Sinapoylglucose,ecotype.1967,243,6d darkness,-2.659438531,unknown
Met.885,Suberic acid,ecotype.1967,243,6d darkness,-0.06035011,unknown
Met.886,Succinoadenosine,ecotype.1967,243,6d darkness,0.151336658,unknown
Met.896,Tetrahydroalstonine,ecotype.1967,243,6d darkness,0.307471878,unknown
Met.934,trans-zeatin-O-glucoside,ecotype.1967,243,6d darkness,-0.544915561,unknown
Met.943,Tryptophan,ecotype.1967,243,6d darkness,6.084132153,unknown
Met.944,"Tryptophan, N-acetyl-",ecotype.1967,243,6d darkness,-0.743228518,unknown
Met.96,4-Hydroxyquinazoline,ecotype.1967,243,6d darkness,2.378388474,unknown
Met.964,Tyrosine,ecotype.1967,243,6d darkness,4.918037568,unknown
Met.985,Uric acid,ecotype.1967,243,6d darkness,-1.243994071,unknown
Met.989,Uridine-5'-diphosphogalactose,ecotype.1967,243,6d darkness,-2.643268642,unknown
Met.119,5-Hydroxy-L-Tryptophan,ecotype.8222,244,6d darkness,1.315228779,unknown
Met.124,"6,7-Dimethyl-8-ribityllumazine",ecotype.8222,244,6d darkness,0.954447456,unknown
Met.126,6-Hydroxynicotinic acid,ecotype.8222,244,6d darkness,2.122239451,unknown
Met.146,Adenosine 5'-monophosphate,ecotype.8222,244,6d darkness,-3.338863944,unknown
Met.193,Allantoic acid,ecotype.8222,244,6d darkness,3.800705554,unknown
Met.194,allantoin,ecotype.8222,244,6d darkness,0.900590535,unknown
Met.202,alpha-D-Galacturonic acid 1-phosphate,ecotype.8222,244,6d darkness,3.410699749,unknown
Met.205,alpha-Ketoglutaric acid,ecotype.8222,244,6d darkness,-3.181243471,unknown
Met.280,Azelaic acid,ecotype.8222,244,6d darkness,-0.081545783,unknown
Met.300,beta-Nicotinamide adenine dinucleotide,ecotype.8222,244,6d darkness,-1.277129928,unknown
Met.320,Citramalic acid,ecotype.8222,244,6d darkness,-0.268832804,unknown
Met.321,Citric acid,ecotype.8222,244,6d darkness,1.701216281,unknown
Met.35,2-[[Amino(imino)methyl]amino]ethane-1-sulfonic acid,ecotype.8222,244,6d darkness,0.894050201,unknown
Met.351,Dehydroisoandrosterone-3-sulfate ,ecotype.8222,244,6d darkness,1.681448293,unknown
Met.384,Flavin Mononucleotide,ecotype.8222,244,6d darkness,-0.677329316,unknown
Met.385,Flavine adenine dinucleotide (FAD),ecotype.8222,244,6d darkness,-1.086275161,unknown
Met.387,Formimino-L-Aspartic acid,ecotype.8222,244,6d darkness,0.514460679,unknown
Met.409,Glucoalyssin,ecotype.8222,244,6d darkness,-8.073993713,unknown
Met.410,Glucobrassicin,ecotype.8222,244,6d darkness,-2.820404649,unknown
Met.411,Glucoheptose,ecotype.8222,244,6d darkness,2.673114726,unknown
Met.412,Glucohirsutin,ecotype.8222,244,6d darkness,0.246127566,unknown
Met.414,Gluconic acid,ecotype.8222,244,6d darkness,-0.358288296,unknown
Met.421,Glutamic acid,ecotype.8222,244,6d darkness,-1.068752188,unknown
Met.422,"Glutamic acid, N-acetyl-",ecotype.8222,244,6d darkness,-3.268278182,unknown
Met.457,Glutathione,ecotype.8222,244,6d darkness,-1.54543163,unknown
Met.474,Glycyl-L-phenylalanine,ecotype.8222,244,6d darkness,-1.095854296,unknown
Met.486,Guanosine,ecotype.8222,244,6d darkness,-2.011161219,unknown
Met.487,Guanosine 2':3'-Cyclic monophosphate,ecotype.8222,244,6d darkness,0.140938054,unknown
Met.50,2-Isopropylmalic acid,ecotype.8222,244,6d darkness,-0.949719463,unknown
Met.54,2-Methylcitric acid,ecotype.8222,244,6d darkness,-2.493192663,unknown
Met.542,Indoxyl-beta-D-glucoside,ecotype.8222,244,6d darkness,-1.328895153,unknown
Met.545,Leucine,ecotype.8222,244,6d darkness,4.448243618,unknown
Met.563,Kaempferol 3-O-6-O-(rhamnosyl) glucoside 7-O-rhamnoside,ecotype.8222,244,6d darkness,-3.52838965,unknown
Met.564,Kaempferol 3-O-glucoside 7-O-rhamnoside,ecotype.8222,244,6d darkness,-5.525829794,unknown
Met.565,Kaempferol 3-O-rhamnoside 7-O-rhamnoside,ecotype.8222,244,6d darkness,-3.181728611,unknown
Met.570,Lactulose,ecotype.8222,244,6d darkness,-3.978000465,unknown
Met.571,Isoleucine,ecotype.8222,244,6d darkness,2.705830081,unknown
Met.589,Loganin,ecotype.8222,244,6d darkness,3.923857537,unknown
Met.614,Malic acid,ecotype.8222,244,6d darkness,-1.872556158,unknown
Met.615,Malonamide,ecotype.8222,244,6d darkness,-2.468474656,unknown
Met.622,Methionine,ecotype.8222,244,6d darkness,-0.067460779,unknown
Met.647,Monotropein,ecotype.8222,244,6d darkness,-0.177096627,unknown
Met.660,"N,N-Dimethylglycine",ecotype.8222,244,6d darkness,-1.075132841,unknown
Met.665,N-Acetyl-D-Phenylalanine,ecotype.8222,244,6d darkness,-1.79652605,unknown
Met.669,N-Acetyl-L-Tyrosine,ecotype.8222,244,6d darkness,-3.038482058,unknown
Met.674,Naringin,ecotype.8222,244,6d darkness,-0.296506074,unknown
Met.684,N-Ethylmaleamic acid,ecotype.8222,244,6d darkness,5.757606351,unknown
Met.721,Ornithine,ecotype.8222,244,6d darkness,3.525339807,amino acid
Met.728,Pantothenic acid (Vitamine B5) ,ecotype.8222,244,6d darkness,1.099313268,unknown
Met.729,p-Coumaric acid,ecotype.8222,244,6d darkness,3.689807192,unknown
Met.73,3-Deoxy-D-manno-2-octulosonic acid,ecotype.8222,244,6d darkness,-1.305559273,unknown
Met.74,3-Hydroxy-3-Methylglutaric acid,ecotype.8222,244,6d darkness,2.287335603,unknown
Met.809,Purine,ecotype.8222,244,6d darkness,4.749215213,unknown
Met.813,Pyridoxamine-5'-phosphate,ecotype.8222,244,6d darkness,-0.816615979,unknown
Met.817,Pyroglutamic acid,ecotype.8222,244,6d darkness,0.067344576,unknown
Met.819,"Quercetin 3,7-dirhamnoside",ecotype.8222,244,6d darkness,-4.008375131,unknown
Met.821,Quercetin 3-O-glucoside 7-O-rhamnoside,ecotype.8222,244,6d darkness,-6.568995044,unknown
Met.830,Riboflavin ,ecotype.8222,244,6d darkness,-1.236885869,unknown
Met.836,Rutin,ecotype.8222,244,6d darkness,-3.745414264,unknown
Met.837,Saccharic acid,ecotype.8222,244,6d darkness,0.305506156,unknown
Met.841,Salicin,ecotype.8222,244,6d darkness,-2.164948735,unknown
Met.846,Sedoheptulose,ecotype.8222,244,6d darkness,1.07752109,unknown
Met.850,Serine,ecotype.8222,244,6d darkness,-0.84012431,amino acid
Met.876,Sinapoylglucose,ecotype.8222,244,6d darkness,-2.517146845,unknown
Met.885,Suberic acid,ecotype.8222,244,6d darkness,-0.046315527,unknown
Met.886,Succinoadenosine,ecotype.8222,244,6d darkness,0.103716745,unknown
Met.896,Tetrahydroalstonine,ecotype.8222,244,6d darkness,-0.111661879,unknown
Met.934,trans-zeatin-O-glucoside,ecotype.8222,244,6d darkness,-1.360948187,unknown
Met.943,Tryptophan,ecotype.8222,244,6d darkness,5.625138212,unknown
Met.944,"Tryptophan, N-acetyl-",ecotype.8222,244,6d darkness,-1.298931321,unknown
Met.96,4-Hydroxyquinazoline,ecotype.8222,244,6d darkness,2.361199075,unknown
Met.964,Tyrosine,ecotype.8222,244,6d darkness,4.570138741,unknown
Met.985,Uric acid,ecotype.8222,244,6d darkness,-1.275257105,unknown
Met.989,Uridine-5'-diphosphogalactose,ecotype.8222,244,6d darkness,-2.748496928,unknown
Met.119,5-Hydroxy-L-Tryptophan,ecotype.260,245,6d darkness,1.59966546,unknown
Met.124,"6,7-Dimethyl-8-ribityllumazine",ecotype.260,245,6d darkness,0.430443549,unknown
Met.126,6-Hydroxynicotinic acid,ecotype.260,245,6d darkness,1.450014547,unknown
Met.146,Adenosine 5'-monophosphate,ecotype.260,245,6d darkness,-3.020651994,unknown
Met.193,Allantoic acid,ecotype.260,245,6d darkness,4.157519244,unknown
Met.194,allantoin,ecotype.260,245,6d darkness,-0.350574938,unknown
Met.202,alpha-D-Galacturonic acid 1-phosphate,ecotype.260,245,6d darkness,3.691166839,unknown
Met.205,alpha-Ketoglutaric acid,ecotype.260,245,6d darkness,-2.949676399,unknown
Met.280,Azelaic acid,ecotype.260,245,6d darkness,-0.080699376,unknown
Met.300,beta-Nicotinamide adenine dinucleotide,ecotype.260,245,6d darkness,-1.2330636,unknown
Met.320,Citramalic acid,ecotype.260,245,6d darkness,-0.669303086,unknown
Met.321,Citric acid,ecotype.260,245,6d darkness,1.391978517,unknown
Met.35,2-[[Amino(imino)methyl]amino]ethane-1-sulfonic acid,ecotype.260,245,6d darkness,0.947897269,unknown
Met.351,Dehydroisoandrosterone-3-sulfate ,ecotype.260,245,6d darkness,3.300765029,unknown
Met.384,Flavin Mononucleotide,ecotype.260,245,6d darkness,-0.390983157,unknown
Met.385,Flavine adenine dinucleotide (FAD),ecotype.260,245,6d darkness,-1.199692774,unknown
Met.387,Formimino-L-Aspartic acid,ecotype.260,245,6d darkness,0.369614595,unknown
Met.409,Glucoalyssin,ecotype.260,245,6d darkness,-2.4887515,unknown
Met.410,Glucobrassicin,ecotype.260,245,6d darkness,-1.484300481,unknown
Met.411,Glucoheptose,ecotype.260,245,6d darkness,3.137066907,unknown
Met.412,Glucohirsutin,ecotype.260,245,6d darkness,0.065108652,unknown
Met.414,Gluconic acid,ecotype.260,245,6d darkness,-0.106408341,unknown
Met.421,Glutamic acid,ecotype.260,245,6d darkness,-1.438227246,unknown
Met.422,"Glutamic acid, N-acetyl-",ecotype.260,245,6d darkness,-1.977797065,unknown
Met.457,Glutathione,ecotype.260,245,6d darkness,-1.593153792,unknown
Met.474,Glycyl-L-phenylalanine,ecotype.260,245,6d darkness,-1.231054396,unknown
Met.486,Guanosine,ecotype.260,245,6d darkness,-2.209521001,unknown
Met.487,Guanosine 2':3'-Cyclic monophosphate,ecotype.260,245,6d darkness,0.29192521,unknown
Met.50,2-Isopropylmalic acid,ecotype.260,245,6d darkness,-0.321595785,unknown
Met.54,2-Methylcitric acid,ecotype.260,245,6d darkness,-2.784849311,unknown
Met.542,Indoxyl-beta-D-glucoside,ecotype.260,245,6d darkness,-0.739834332,unknown
Met.545,Leucine,ecotype.260,245,6d darkness,4.204777767,unknown
Met.563,Kaempferol 3-O-6-O-(rhamnosyl) glucoside 7-O-rhamnoside,ecotype.260,245,6d darkness,-2.285106264,unknown
Met.564,Kaempferol 3-O-glucoside 7-O-rhamnoside,ecotype.260,245,6d darkness,-4.185212448,unknown
Met.565,Kaempferol 3-O-rhamnoside 7-O-rhamnoside,ecotype.260,245,6d darkness,-2.393030544,unknown
Met.570,Lactulose,ecotype.260,245,6d darkness,-3.437185856,unknown
Met.571,Isoleucine,ecotype.260,245,6d darkness,2.561284173,unknown
Met.589,Loganin,ecotype.260,245,6d darkness,2.251045911,unknown
Met.614,Malic acid,ecotype.260,245,6d darkness,-1.62249409,unknown
Met.615,Malonamide,ecotype.260,245,6d darkness,-2.558063747,unknown
Met.622,Methionine,ecotype.260,245,6d darkness,0.347915627,unknown
Met.647,Monotropein,ecotype.260,245,6d darkness,-0.07969148,unknown
Met.660,"N,N-Dimethylglycine",ecotype.260,245,6d darkness,-1.354857726,unknown
Met.665,N-Acetyl-D-Phenylalanine,ecotype.260,245,6d darkness,-1.865721572,unknown
Met.669,N-Acetyl-L-Tyrosine,ecotype.260,245,6d darkness,-3.351138717,unknown
Met.674,Naringin,ecotype.260,245,6d darkness,0.095945202,unknown
Met.684,N-Ethylmaleamic acid,ecotype.260,245,6d darkness,6.14217804,unknown
Met.721,Ornithine,ecotype.260,245,6d darkness,3.946328219,amino acid
Met.728,Pantothenic acid (Vitamine B5) ,ecotype.260,245,6d darkness,1.490027291,unknown
Met.729,p-Coumaric acid,ecotype.260,245,6d darkness,2.794242315,unknown
Met.73,3-Deoxy-D-manno-2-octulosonic acid,ecotype.260,245,6d darkness,-1.222733681,unknown
Met.74,3-Hydroxy-3-Methylglutaric acid,ecotype.260,245,6d darkness,3.687531169,unknown
Met.809,Purine,ecotype.260,245,6d darkness,5.05545928,unknown
Met.813,Pyridoxamine-5'-phosphate,ecotype.260,245,6d darkness,-0.470381357,unknown
Met.817,Pyroglutamic acid,ecotype.260,245,6d darkness,0.396529757,unknown
Met.819,"Quercetin 3,7-dirhamnoside",ecotype.260,245,6d darkness,-3.611940539,unknown
Met.821,Quercetin 3-O-glucoside 7-O-rhamnoside,ecotype.260,245,6d darkness,-5.502139482,unknown
Met.830,Riboflavin ,ecotype.260,245,6d darkness,-1.077305404,unknown
Met.836,Rutin,ecotype.260,245,6d darkness,-2.928837189,unknown
Met.837,Saccharic acid,ecotype.260,245,6d darkness,0.701673401,unknown
Met.841,Salicin,ecotype.260,245,6d darkness,-1.563666441,unknown
Met.846,Sedoheptulose,ecotype.260,245,6d darkness,1.336546528,unknown
Met.850,Serine,ecotype.260,245,6d darkness,-1.389298125,amino acid
Met.876,Sinapoylglucose,ecotype.260,245,6d darkness,-2.804412644,unknown
Met.885,Suberic acid,ecotype.260,245,6d darkness,-0.065180342,unknown
Met.886,Succinoadenosine,ecotype.260,245,6d darkness,0.56127386,unknown
Met.896,Tetrahydroalstonine,ecotype.260,245,6d darkness,0.348177608,unknown
Met.934,trans-zeatin-O-glucoside,ecotype.260,245,6d darkness,0.014288571,unknown
Met.943,Tryptophan,ecotype.260,245,6d darkness,5.965892321,unknown
Met.944,"Tryptophan, N-acetyl-",ecotype.260,245,6d darkness,-0.980047682,unknown
Met.96,4-Hydroxyquinazoline,ecotype.260,245,6d darkness,3.058608275,unknown
Met.964,Tyrosine,ecotype.260,245,6d darkness,4.931235521,unknown
Met.985,Uric acid,ecotype.260,245,6d darkness,-1.200726963,unknown
Met.989,Uridine-5'-diphosphogalactose,ecotype.260,245,6d darkness,-2.332435554,unknown
Met.119,5-Hydroxy-L-Tryptophan,ecotype.5158,246,6d darkness,0.789550871,unknown
Met.124,"6,7-Dimethyl-8-ribityllumazine",ecotype.5158,246,6d darkness,0.523921558,unknown
Met.126,6-Hydroxynicotinic acid,ecotype.5158,246,6d darkness,1.93801975,unknown
Met.146,Adenosine 5'-monophosphate,ecotype.5158,246,6d darkness,-3.041745437,unknown
Met.193,Allantoic acid,ecotype.5158,246,6d darkness,4.167081674,unknown
Met.194,allantoin,ecotype.5158,246,6d darkness,-0.160264584,unknown
Met.202,alpha-D-Galacturonic acid 1-phosphate,ecotype.5158,246,6d darkness,3.607421533,unknown
Met.205,alpha-Ketoglutaric acid,ecotype.5158,246,6d darkness,-3.305265538,unknown
Met.280,Azelaic acid,ecotype.5158,246,6d darkness,-0.081418208,unknown
Met.300,beta-Nicotinamide adenine dinucleotide,ecotype.5158,246,6d darkness,-1.337344445,unknown
Met.320,Citramalic acid,ecotype.5158,246,6d darkness,-1.513421369,unknown
Met.321,Citric acid,ecotype.5158,246,6d darkness,1.253655785,unknown
Met.35,2-[[Amino(imino)methyl]amino]ethane-1-sulfonic acid,ecotype.5158,246,6d darkness,1.312763243,unknown
Met.351,Dehydroisoandrosterone-3-sulfate ,ecotype.5158,246,6d darkness,2.089473407,unknown
Met.384,Flavin Mononucleotide,ecotype.5158,246,6d darkness,-0.670787037,unknown
Met.385,Flavine adenine dinucleotide (FAD),ecotype.5158,246,6d darkness,-1.391963827,unknown
Met.387,Formimino-L-Aspartic acid,ecotype.5158,246,6d darkness,0.499077596,unknown
Met.409,Glucoalyssin,ecotype.5158,246,6d darkness,-8.860449056,unknown
Met.410,Glucobrassicin,ecotype.5158,246,6d darkness,-1.711413403,unknown
Met.411,Glucoheptose,ecotype.5158,246,6d darkness,2.612374967,unknown
Met.412,Glucohirsutin,ecotype.5158,246,6d darkness,-0.312949743,unknown
Met.414,Gluconic acid,ecotype.5158,246,6d darkness,-0.251404305,unknown
Met.421,Glutamic acid,ecotype.5158,246,6d darkness,-1.12494255,unknown
Met.422,"Glutamic acid, N-acetyl-",ecotype.5158,246,6d darkness,-3.482411474,unknown
Met.457,Glutathione,ecotype.5158,246,6d darkness,-1.721183407,unknown
Met.474,Glycyl-L-phenylalanine,ecotype.5158,246,6d darkness,-1.445688808,unknown
Met.486,Guanosine,ecotype.5158,246,6d darkness,-1.897062032,unknown
Met.487,Guanosine 2':3'-Cyclic monophosphate,ecotype.5158,246,6d darkness,0.407826288,unknown
Met.50,2-Isopropylmalic acid,ecotype.5158,246,6d darkness,-1.410221101,unknown
Met.54,2-Methylcitric acid,ecotype.5158,246,6d darkness,-2.830310442,unknown
Met.542,Indoxyl-beta-D-glucoside,ecotype.5158,246,6d darkness,-1.303590641,unknown
Met.545,Leucine,ecotype.5158,246,6d darkness,3.514967286,unknown
Met.563,Kaempferol 3-O-6-O-(rhamnosyl) glucoside 7-O-rhamnoside,ecotype.5158,246,6d darkness,-2.808913258,unknown
Met.564,Kaempferol 3-O-glucoside 7-O-rhamnoside,ecotype.5158,246,6d darkness,-3.04238387,unknown
Met.565,Kaempferol 3-O-rhamnoside 7-O-rhamnoside,ecotype.5158,246,6d darkness,-2.457262434,unknown
Met.570,Lactulose,ecotype.5158,246,6d darkness,-3.171626238,unknown
Met.571,Isoleucine,ecotype.5158,246,6d darkness,1.359763724,unknown
Met.589,Loganin,ecotype.5158,246,6d darkness,4.271782394,unknown
Met.614,Malic acid,ecotype.5158,246,6d darkness,-1.880587544,unknown
Met.615,Malonamide,ecotype.5158,246,6d darkness,-2.877415202,unknown
Met.622,Methionine,ecotype.5158,246,6d darkness,0.187574458,unknown
Met.647,Monotropein,ecotype.5158,246,6d darkness,-0.098452014,unknown
Met.660,"N,N-Dimethylglycine",ecotype.5158,246,6d darkness,-1.164231576,unknown
Met.665,N-Acetyl-D-Phenylalanine,ecotype.5158,246,6d darkness,-1.613238586,unknown
Met.669,N-Acetyl-L-Tyrosine,ecotype.5158,246,6d darkness,-3.631158655,unknown
Met.674,Naringin,ecotype.5158,246,6d darkness,0.597488041,unknown
Met.684,N-Ethylmaleamic acid,ecotype.5158,246,6d darkness,5.846720095,unknown
Met.721,Ornithine,ecotype.5158,246,6d darkness,3.789012809,amino acid
Met.728,Pantothenic acid (Vitamine B5) ,ecotype.5158,246,6d darkness,1.360891547,unknown
Met.729,p-Coumaric acid,ecotype.5158,246,6d darkness,2.228044352,unknown
Met.73,3-Deoxy-D-manno-2-octulosonic acid,ecotype.5158,246,6d darkness,-1.028904387,unknown
Met.74,3-Hydroxy-3-Methylglutaric acid,ecotype.5158,246,6d darkness,2.095750443,unknown
Met.809,Purine,ecotype.5158,246,6d darkness,4.306164688,unknown
Met.813,Pyridoxamine-5'-phosphate,ecotype.5158,246,6d darkness,-0.575760403,unknown
Met.817,Pyroglutamic acid,ecotype.5158,246,6d darkness,0.045871865,unknown
Met.819,"Quercetin 3,7-dirhamnoside",ecotype.5158,246,6d darkness,-2.764941645,unknown
Met.821,Quercetin 3-O-glucoside 7-O-rhamnoside,ecotype.5158,246,6d darkness,-2.127912565,unknown
Met.830,Riboflavin ,ecotype.5158,246,6d darkness,-1.089662473,unknown
Met.836,Rutin,ecotype.5158,246,6d darkness,-3.528709361,unknown
Met.837,Saccharic acid,ecotype.5158,246,6d darkness,0.421755592,unknown
Met.841,Salicin,ecotype.5158,246,6d darkness,0.914397362,unknown
Met.846,Sedoheptulose,ecotype.5158,246,6d darkness,1.453507503,unknown
Met.850,Serine,ecotype.5158,246,6d darkness,-1.404085086,amino acid
Met.876,Sinapoylglucose,ecotype.5158,246,6d darkness,-2.84084264,unknown
Met.885,Suberic acid,ecotype.5158,246,6d darkness,-0.060347716,unknown
Met.886,Succinoadenosine,ecotype.5158,246,6d darkness,-0.065063451,unknown
Met.896,Tetrahydroalstonine,ecotype.5158,246,6d darkness,0.13077098,unknown
Met.934,trans-zeatin-O-glucoside,ecotype.5158,246,6d darkness,-0.705590673,unknown
Met.943,Tryptophan,ecotype.5158,246,6d darkness,5.639479455,unknown
Met.944,"Tryptophan, N-acetyl-",ecotype.5158,246,6d darkness,-1.369864969,unknown
Met.96,4-Hydroxyquinazoline,ecotype.5158,246,6d darkness,2.825211538,unknown
Met.964,Tyrosine,ecotype.5158,246,6d darkness,4.232441198,unknown
Met.985,Uric acid,ecotype.5158,246,6d darkness,-0.626904997,unknown
Met.989,Uridine-5'-diphosphogalactose,ecotype.5158,246,6d darkness,-2.436512296,unknown
Met.119,5-Hydroxy-L-Tryptophan,ecotype.7102,247,6d darkness,0.893810051,unknown
Met.124,"6,7-Dimethyl-8-ribityllumazine",ecotype.7102,247,6d darkness,0.776977624,unknown
Met.126,6-Hydroxynicotinic acid,ecotype.7102,247,6d darkness,0.374576005,unknown
Met.146,Adenosine 5'-monophosphate,ecotype.7102,247,6d darkness,-3.045062275,unknown
Met.193,Allantoic acid,ecotype.7102,247,6d darkness,3.913336824,unknown
Met.194,allantoin,ecotype.7102,247,6d darkness,1.444515376,unknown
Met.202,alpha-D-Galacturonic acid 1-phosphate,ecotype.7102,247,6d darkness,3.204529364,unknown
Met.205,alpha-Ketoglutaric acid,ecotype.7102,247,6d darkness,-2.541370421,unknown
Met.280,Azelaic acid,ecotype.7102,247,6d darkness,-0.079438422,unknown
Met.300,beta-Nicotinamide adenine dinucleotide,ecotype.7102,247,6d darkness,-1.423755868,unknown
Met.320,Citramalic acid,ecotype.7102,247,6d darkness,-1.540472613,unknown
Met.321,Citric acid,ecotype.7102,247,6d darkness,1.388831459,unknown
Met.35,2-[[Amino(imino)methyl]amino]ethane-1-sulfonic acid,ecotype.7102,247,6d darkness,-2.795519377,unknown
Met.351,Dehydroisoandrosterone-3-sulfate ,ecotype.7102,247,6d darkness,1.207867467,unknown
Met.384,Flavin Mononucleotide,ecotype.7102,247,6d darkness,-0.634812044,unknown
Met.385,Flavine adenine dinucleotide (FAD),ecotype.7102,247,6d darkness,-1.268525528,unknown
Met.387,Formimino-L-Aspartic acid,ecotype.7102,247,6d darkness,0.646456699,unknown
Met.409,Glucoalyssin,ecotype.7102,247,6d darkness,-8.467218006,unknown
Met.410,Glucobrassicin,ecotype.7102,247,6d darkness,-1.261112724,unknown
Met.411,Glucoheptose,ecotype.7102,247,6d darkness,3.160551074,unknown
Met.412,Glucohirsutin,ecotype.7102,247,6d darkness,-0.772792057,unknown
Met.414,Gluconic acid,ecotype.7102,247,6d darkness,-0.28074402,unknown
Met.421,Glutamic acid,ecotype.7102,247,6d darkness,-1.180588306,unknown
Met.422,"Glutamic acid, N-acetyl-",ecotype.7102,247,6d darkness,-3.528062948,unknown
Met.457,Glutathione,ecotype.7102,247,6d darkness,-1.708070029,unknown
Met.474,Glycyl-L-phenylalanine,ecotype.7102,247,6d darkness,-0.282138127,unknown
Met.486,Guanosine,ecotype.7102,247,6d darkness,-0.673458314,unknown
Met.487,Guanosine 2':3'-Cyclic monophosphate,ecotype.7102,247,6d darkness,0.380924132,unknown
Met.50,2-Isopropylmalic acid,ecotype.7102,247,6d darkness,-0.827459036,unknown
Met.54,2-Methylcitric acid,ecotype.7102,247,6d darkness,-2.918087403,unknown
Met.542,Indoxyl-beta-D-glucoside,ecotype.7102,247,6d darkness,-1.459652993,unknown
Met.545,Leucine,ecotype.7102,247,6d darkness,4.048875122,unknown
Met.563,Kaempferol 3-O-6-O-(rhamnosyl) glucoside 7-O-rhamnoside,ecotype.7102,247,6d darkness,-3.017051992,unknown
Met.564,Kaempferol 3-O-glucoside 7-O-rhamnoside,ecotype.7102,247,6d darkness,-4.680094073,unknown
Met.565,Kaempferol 3-O-rhamnoside 7-O-rhamnoside,ecotype.7102,247,6d darkness,-2.719444771,unknown
Met.570,Lactulose,ecotype.7102,247,6d darkness,-3.533931431,unknown
Met.571,Isoleucine,ecotype.7102,247,6d darkness,2.746769716,unknown
Met.589,Loganin,ecotype.7102,247,6d darkness,3.772720385,unknown
Met.614,Malic acid,ecotype.7102,247,6d darkness,-1.40938065,unknown
Met.615,Malonamide,ecotype.7102,247,6d darkness,-2.070833249,unknown
Met.622,Methionine,ecotype.7102,247,6d darkness,0.232458037,unknown
Met.647,Monotropein,ecotype.7102,247,6d darkness,-0.033197171,unknown
