metabolite_id,metabolite_name,accession,accession_idx,timepoint,intensity,metabolite_class
Met.846,Sedoheptulose,ecotype.8365,97,0d darkness,-0.117556987,unknown
Met.850,Serine,ecotype.8365,97,0d darkness,-1.112884796,amino acid
Met.876,Sinapoylglucose,ecotype.8365,97,0d darkness,-2.262343148,unknown
Met.886,Succinoadenosine,ecotype.8365,97,0d darkness,-0.188692746,unknown
Met.936,"Trehalose, alpha,beta-",ecotype.8365,97,0d darkness,0.030873773,unknown
Met.964,Tyrosine,ecotype.8365,97,0d darkness,-0.849651211,unknown
Met.985,Uric acid,ecotype.8365,97,0d darkness,-1.104017757,unknown
Met.986,Uridine,ecotype.8365,97,0d darkness,-0.720944321,unknown
Met.989,Uridine-5'-diphosphogalactose,ecotype.8365,97,0d darkness,-0.641079984,unknown
Met.1,(D-Glycero-alpha-D-Manno-Heptopyranosyl)-Dihydrogenphosphate,ecotype.258,98,0d darkness,-0.541863666,unknown
Met.1006,Phe-Val,ecotype.258,98,0d darkness,0.071841516,unknown
Met.125,6-Hydroxymelatonin,ecotype.258,98,0d darkness,-0.030864248,unknown
Met.136,adenine,ecotype.258,98,0d darkness,-0.3865538,unknown
Met.138,Adenosine,ecotype.258,98,0d darkness,-1.188000393,unknown
Met.193,Allantoic acid,ecotype.258,98,0d darkness,0.150030305,unknown
Met.202,alpha-D-Galacturonic acid 1-phosphate,ecotype.258,98,0d darkness,-0.735415751,unknown
Met.205,alpha-Ketoglutaric acid,ecotype.258,98,0d darkness,-0.846267188,unknown
Met.222,Argininosuccinic acid,ecotype.258,98,0d darkness,-0.701087358,unknown
Met.261,Aspartic acid,ecotype.258,98,0d darkness,-0.386157923,oragnic acid
Met.300,beta-Nicotinamide adenine dinucleotide,ecotype.258,98,0d darkness,-0.644479481,unknown
Met.312,Cellobiitol,ecotype.258,98,0d darkness,0.014625633,unknown
Met.321,Citric acid,ecotype.258,98,0d darkness,0.887996103,unknown
Met.384,Flavin Mononucleotide,ecotype.258,98,0d darkness,-0.17261386,unknown
Met.385,Flavine adenine dinucleotide (FAD),ecotype.258,98,0d darkness,-0.470890897,unknown
Met.387,Formimino-L-Aspartic acid,ecotype.258,98,0d darkness,0.228548705,unknown
Met.409,Glucoalyssin,ecotype.258,98,0d darkness,-1.576366426,unknown
Met.412,Glucohirsutin,ecotype.258,98,0d darkness,0.377261317,unknown
Met.413,Glucoiberin,ecotype.258,98,0d darkness,-1.492849838,unknown
Met.414,Gluconic acid,ecotype.258,98,0d darkness,0.024992606,unknown
Met.422,"Glutamic acid, N-acetyl-",ecotype.258,98,0d darkness,-0.757395361,unknown
Met.457,Glutathione,ecotype.258,98,0d darkness,-0.955165514,unknown
Met.486,Guanosine,ecotype.258,98,0d darkness,-0.946844202,unknown
Met.50,2-Isopropylmalic acid,ecotype.258,98,0d darkness,-0.261984823,unknown
Met.503,Histidine,ecotype.258,98,0d darkness,-2.08186746,unknown
Met.536,Iminodiacetic acid,ecotype.258,98,0d darkness,0.107527751,unknown
Met.545,Leucine,ecotype.258,98,0d darkness,-1.012301249,unknown
Met.563,Kaempferol 3-O-6-O-(rhamnosyl) glucoside 7-O-rhamnoside,ecotype.258,98,0d darkness,-1.056503043,unknown
Met.564,Kaempferol 3-O-glucoside 7-O-rhamnoside,ecotype.258,98,0d darkness,-2.440450441,unknown
Met.569,Lactobionic acid,ecotype.258,98,0d darkness,0.475588853,unknown
Met.570,Lactulose,ecotype.258,98,0d darkness,-0.267637419,unknown
Met.571,Isoleucine,ecotype.258,98,0d darkness,-1.270360205,unknown
Met.589,Loganin,ecotype.258,98,0d darkness,-0.459202802,unknown
Met.60,"3,4-Dihydroxybenzoic acid",ecotype.258,98,0d darkness,-1.102333328,unknown
Met.614,Malic acid,ecotype.258,98,0d darkness,-0.627681763,unknown
Met.646,Mimosine,ecotype.258,98,0d darkness,0.081254002,unknown
Met.660,"N,N-Dimethylglycine",ecotype.258,98,0d darkness,-0.62052361,unknown
Met.669,N-Acetyl-L-Tyrosine,ecotype.258,98,0d darkness,-2.04307825,unknown
Met.674,Naringin,ecotype.258,98,0d darkness,-1.284699178,unknown
Met.684,N-Ethylmaleamic acid,ecotype.258,98,0d darkness,0.244191005,unknown
Met.694,Nicotinamide adenine dinucleotide phosphate (NADP),ecotype.258,98,0d darkness,-0.1649726,unknown
Met.719,O-palmitoyl-L-Carnitine chloride,ecotype.258,98,0d darkness,0.004803833,unknown
Met.728,Pantothenic acid (Vitamine B5) ,ecotype.258,98,0d darkness,0.048656804,unknown
Met.73,3-Deoxy-D-manno-2-octulosonic acid,ecotype.258,98,0d darkness,-0.520448418,unknown
Met.77,3-Hydroxyphenylacetic acid,ecotype.258,98,0d darkness,0.913840684,unknown
Met.779,porphobilinogen,ecotype.258,98,0d darkness,-0.138033738,unknown
Met.809,Purine,ecotype.258,98,0d darkness,-1.02218054,unknown
Met.817,Pyroglutamic acid,ecotype.258,98,0d darkness,-1.202268891,unknown
Met.819,"Quercetin 3,7-dirhamnoside",ecotype.258,98,0d darkness,-4.332995399,unknown
Met.821,Quercetin 3-O-glucoside 7-O-rhamnoside,ecotype.258,98,0d darkness,-2.758532581,unknown
Met.830,Riboflavin ,ecotype.258,98,0d darkness,-0.425532132,unknown
Met.836,Rutin,ecotype.258,98,0d darkness,-2.59714636,unknown
Met.837,Saccharic acid,ecotype.258,98,0d darkness,0.399828003,unknown
Met.840,S-Adenosyl-L-Homocysteine,ecotype.258,98,0d darkness,-0.777422821,unknown
Met.846,Sedoheptulose,ecotype.258,98,0d darkness,0.154821624,unknown
Met.850,Serine,ecotype.258,98,0d darkness,-1.12026903,amino acid
Met.876,Sinapoylglucose,ecotype.258,98,0d darkness,-2.017835346,unknown
Met.886,Succinoadenosine,ecotype.258,98,0d darkness,-0.104374828,unknown
Met.936,"Trehalose, alpha,beta-",ecotype.258,98,0d darkness,0.147756408,unknown
Met.964,Tyrosine,ecotype.258,98,0d darkness,-1.049725489,unknown
Met.985,Uric acid,ecotype.258,98,0d darkness,-0.361807668,unknown
Met.986,Uridine,ecotype.258,98,0d darkness,-0.866717049,unknown
Met.989,Uridine-5'-diphosphogalactose,ecotype.258,98,0d darkness,-0.676964896,unknown
Met.1,(D-Glycero-alpha-D-Manno-Heptopyranosyl)-Dihydrogenphosphate,ecotype.6942,99,0d darkness,-0.351107412,unknown
Met.1006,Phe-Val,ecotype.6942,99,0d darkness,-0.110006237,unknown
Met.125,6-Hydroxymelatonin,ecotype.6942,99,0d darkness,-0.034130302,unknown
Met.136,adenine,ecotype.6942,99,0d darkness,0.182009028,unknown
Met.138,Adenosine,ecotype.6942,99,0d darkness,-0.63170613,unknown
Met.193,Allantoic acid,ecotype.6942,99,0d darkness,0.314170348,unknown
Met.202,alpha-D-Galacturonic acid 1-phosphate,ecotype.6942,99,0d darkness,-0.249681715,unknown
Met.205,alpha-Ketoglutaric acid,ecotype.6942,99,0d darkness,-0.959684697,unknown
Met.222,Argininosuccinic acid,ecotype.6942,99,0d darkness,-0.59737953,unknown
Met.261,Aspartic acid,ecotype.6942,99,0d darkness,-0.445724669,oragnic acid
Met.300,beta-Nicotinamide adenine dinucleotide,ecotype.6942,99,0d darkness,-0.54568603,unknown
Met.312,Cellobiitol,ecotype.6942,99,0d darkness,-0.017612397,unknown
Met.321,Citric acid,ecotype.6942,99,0d darkness,1.500292955,unknown
Met.384,Flavin Mononucleotide,ecotype.6942,99,0d darkness,-0.12687524,unknown
Met.385,Flavine adenine dinucleotide (FAD),ecotype.6942,99,0d darkness,-0.335444493,unknown
Met.387,Formimino-L-Aspartic acid,ecotype.6942,99,0d darkness,0.248925524,unknown
Met.409,Glucoalyssin,ecotype.6942,99,0d darkness,-5.970311105,unknown
Met.412,Glucohirsutin,ecotype.6942,99,0d darkness,-0.319926597,unknown
Met.413,Glucoiberin,ecotype.6942,99,0d darkness,-1.416000589,unknown
Met.414,Gluconic acid,ecotype.6942,99,0d darkness,-0.048096091,unknown
Met.422,"Glutamic acid, N-acetyl-",ecotype.6942,99,0d darkness,-0.807082907,unknown
Met.457,Glutathione,ecotype.6942,99,0d darkness,-1.110303848,unknown
Met.486,Guanosine,ecotype.6942,99,0d darkness,-0.603615122,unknown
Met.50,2-Isopropylmalic acid,ecotype.6942,99,0d darkness,-0.095697724,unknown
Met.503,Histidine,ecotype.6942,99,0d darkness,-2.049179112,unknown
Met.536,Iminodiacetic acid,ecotype.6942,99,0d darkness,0.312924069,unknown
Met.545,Leucine,ecotype.6942,99,0d darkness,-0.965828771,unknown
Met.563,Kaempferol 3-O-6-O-(rhamnosyl) glucoside 7-O-rhamnoside,ecotype.6942,99,0d darkness,-1.825875953,unknown
Met.564,Kaempferol 3-O-glucoside 7-O-rhamnoside,ecotype.6942,99,0d darkness,-1.816283097,unknown
Met.569,Lactobionic acid,ecotype.6942,99,0d darkness,0.088644465,unknown
Met.570,Lactulose,ecotype.6942,99,0d darkness,-0.23445307,unknown
Met.571,Isoleucine,ecotype.6942,99,0d darkness,-1.292839978,unknown
Met.589,Loganin,ecotype.6942,99,0d darkness,0.489756334,unknown
Met.60,"3,4-Dihydroxybenzoic acid",ecotype.6942,99,0d darkness,-1.180145761,unknown
Met.614,Malic acid,ecotype.6942,99,0d darkness,-0.746149674,unknown
Met.646,Mimosine,ecotype.6942,99,0d darkness,0.016724614,unknown
Met.660,"N,N-Dimethylglycine",ecotype.6942,99,0d darkness,-0.584850438,unknown
Met.669,N-Acetyl-L-Tyrosine,ecotype.6942,99,0d darkness,-2.044965611,unknown
Met.674,Naringin,ecotype.6942,99,0d darkness,-1.4677377,unknown
Met.684,N-Ethylmaleamic acid,ecotype.6942,99,0d darkness,-0.202418224,unknown
Met.694,Nicotinamide adenine dinucleotide phosphate (NADP),ecotype.6942,99,0d darkness,-0.007478356,unknown
Met.719,O-palmitoyl-L-Carnitine chloride,ecotype.6942,99,0d darkness,0.046390984,unknown
Met.728,Pantothenic acid (Vitamine B5) ,ecotype.6942,99,0d darkness,-0.825901414,unknown
Met.73,3-Deoxy-D-manno-2-octulosonic acid,ecotype.6942,99,0d darkness,-0.664164379,unknown
Met.77,3-Hydroxyphenylacetic acid,ecotype.6942,99,0d darkness,-0.025158477,unknown
Met.779,porphobilinogen,ecotype.6942,99,0d darkness,-0.589129676,unknown
Met.809,Purine,ecotype.6942,99,0d darkness,-0.806670375,unknown
Met.817,Pyroglutamic acid,ecotype.6942,99,0d darkness,-1.114426606,unknown
Met.819,"Quercetin 3,7-dirhamnoside",ecotype.6942,99,0d darkness,-6.376177768,unknown
Met.821,Quercetin 3-O-glucoside 7-O-rhamnoside,ecotype.6942,99,0d darkness,-1.905689332,unknown
Met.830,Riboflavin ,ecotype.6942,99,0d darkness,-0.204407208,unknown
Met.836,Rutin,ecotype.6942,99,0d darkness,-2.487741688,unknown
Met.837,Saccharic acid,ecotype.6942,99,0d darkness,0.408915535,unknown
Met.840,S-Adenosyl-L-Homocysteine,ecotype.6942,99,0d darkness,-0.818934865,unknown
Met.846,Sedoheptulose,ecotype.6942,99,0d darkness,-0.130392317,unknown
Met.850,Serine,ecotype.6942,99,0d darkness,-1.130491674,amino acid
Met.876,Sinapoylglucose,ecotype.6942,99,0d darkness,-2.393658464,unknown
Met.886,Succinoadenosine,ecotype.6942,99,0d darkness,0.121953809,unknown
Met.936,"Trehalose, alpha,beta-",ecotype.6942,99,0d darkness,0.12237869,unknown
Met.964,Tyrosine,ecotype.6942,99,0d darkness,-0.812294909,unknown
Met.985,Uric acid,ecotype.6942,99,0d darkness,-1.679102869,unknown
Met.986,Uridine,ecotype.6942,99,0d darkness,-0.817713244,unknown
Met.989,Uridine-5'-diphosphogalactose,ecotype.6942,99,0d darkness,-0.625548913,unknown
Met.1,(D-Glycero-alpha-D-Manno-Heptopyranosyl)-Dihydrogenphosphate,ecotype.7521,100,0d darkness,-0.169531438,unknown
Met.1006,Phe-Val,ecotype.7521,100,0d darkness,-0.75930944,unknown
Met.125,6-Hydroxymelatonin,ecotype.7521,100,0d darkness,-0.031444367,unknown
Met.136,adenine,ecotype.7521,100,0d darkness,0.105656554,unknown
Met.138,Adenosine,ecotype.7521,100,0d darkness,-0.492511068,unknown
Met.193,Allantoic acid,ecotype.7521,100,0d darkness,0.244965945,unknown
Met.202,alpha-D-Galacturonic acid 1-phosphate,ecotype.7521,100,0d darkness,-0.170956117,unknown
Met.205,alpha-Ketoglutaric acid,ecotype.7521,100,0d darkness,-1.011831719,unknown
Met.222,Argininosuccinic acid,ecotype.7521,100,0d darkness,-0.514583554,unknown
Met.261,Aspartic acid,ecotype.7521,100,0d darkness,-0.491311805,oragnic acid
Met.300,beta-Nicotinamide adenine dinucleotide,ecotype.7521,100,0d darkness,-0.673785322,unknown
Met.312,Cellobiitol,ecotype.7521,100,0d darkness,-0.011042159,unknown
Met.321,Citric acid,ecotype.7521,100,0d darkness,1.668257409,unknown
Met.384,Flavin Mononucleotide,ecotype.7521,100,0d darkness,-0.22946647,unknown
Met.385,Flavine adenine dinucleotide (FAD),ecotype.7521,100,0d darkness,-0.548673467,unknown
Met.387,Formimino-L-Aspartic acid,ecotype.7521,100,0d darkness,0.048140004,unknown
Met.409,Glucoalyssin,ecotype.7521,100,0d darkness,-5.144749877,unknown
Met.412,Glucohirsutin,ecotype.7521,100,0d darkness,0.285186433,unknown
Met.413,Glucoiberin,ecotype.7521,100,0d darkness,-1.40561564,unknown
Met.414,Gluconic acid,ecotype.7521,100,0d darkness,0.011933277,unknown
Met.422,"Glutamic acid, N-acetyl-",ecotype.7521,100,0d darkness,-0.605349277,unknown
Met.457,Glutathione,ecotype.7521,100,0d darkness,-1.168734467,unknown
Met.486,Guanosine,ecotype.7521,100,0d darkness,-0.467485084,unknown
Met.50,2-Isopropylmalic acid,ecotype.7521,100,0d darkness,-0.193493792,unknown
Met.503,Histidine,ecotype.7521,100,0d darkness,-1.721216521,unknown
Met.536,Iminodiacetic acid,ecotype.7521,100,0d darkness,0.196627639,unknown
Met.545,Leucine,ecotype.7521,100,0d darkness,-0.841921631,unknown
Met.563,Kaempferol 3-O-6-O-(rhamnosyl) glucoside 7-O-rhamnoside,ecotype.7521,100,0d darkness,-3.059664761,unknown
Met.564,Kaempferol 3-O-glucoside 7-O-rhamnoside,ecotype.7521,100,0d darkness,-5.394552412,unknown
Met.569,Lactobionic acid,ecotype.7521,100,0d darkness,0.343747367,unknown
Met.570,Lactulose,ecotype.7521,100,0d darkness,-0.234948793,unknown
Met.571,Isoleucine,ecotype.7521,100,0d darkness,-1.402729598,unknown
Met.589,Loganin,ecotype.7521,100,0d darkness,1.482761388,unknown
Met.60,"3,4-Dihydroxybenzoic acid",ecotype.7521,100,0d darkness,-0.847343481,unknown
Met.614,Malic acid,ecotype.7521,100,0d darkness,-0.748693794,unknown
Met.646,Mimosine,ecotype.7521,100,0d darkness,0.075105871,unknown
Met.660,"N,N-Dimethylglycine",ecotype.7521,100,0d darkness,-0.56337781,unknown
Met.669,N-Acetyl-L-Tyrosine,ecotype.7521,100,0d darkness,-2.403073698,unknown
Met.674,Naringin,ecotype.7521,100,0d darkness,-1.43839922,unknown
Met.684,N-Ethylmaleamic acid,ecotype.7521,100,0d darkness,0.208507565,unknown
Met.694,Nicotinamide adenine dinucleotide phosphate (NADP),ecotype.7521,100,0d darkness,-0.022137211,unknown
Met.719,O-palmitoyl-L-Carnitine chloride,ecotype.7521,100,0d darkness,-0.014958946,unknown
Met.728,Pantothenic acid (Vitamine B5) ,ecotype.7521,100,0d darkness,0.011058034,unknown
Met.73,3-Deoxy-D-manno-2-octulosonic acid,ecotype.7521,100,0d darkness,-0.645893318,unknown
Met.77,3-Hydroxyphenylacetic acid,ecotype.7521,100,0d darkness,1.787379425,unknown
Met.779,porphobilinogen,ecotype.7521,100,0d darkness,-0.195928435,unknown
Met.809,Purine,ecotype.7521,100,0d darkness,-0.737199603,unknown
Met.817,Pyroglutamic acid,ecotype.7521,100,0d darkness,-1.215391828,unknown
Met.819,"Quercetin 3,7-dirhamnoside",ecotype.7521,100,0d darkness,-2.133774545,unknown
Met.821,Quercetin 3-O-glucoside 7-O-rhamnoside,ecotype.7521,100,0d darkness,-4.492951306,unknown
Met.830,Riboflavin ,ecotype.7521,100,0d darkness,-0.125193576,unknown
Met.836,Rutin,ecotype.7521,100,0d darkness,-2.469943114,unknown
Met.837,Saccharic acid,ecotype.7521,100,0d darkness,0.34031743,unknown
Met.840,S-Adenosyl-L-Homocysteine,ecotype.7521,100,0d darkness,-0.762408837,unknown
Met.846,Sedoheptulose,ecotype.7521,100,0d darkness,-0.234187029,unknown
Met.850,Serine,ecotype.7521,100,0d darkness,-0.915475481,amino acid
Met.876,Sinapoylglucose,ecotype.7521,100,0d darkness,-2.671614409,unknown
Met.886,Succinoadenosine,ecotype.7521,100,0d darkness,0.035696478,unknown
Met.936,"Trehalose, alpha,beta-",ecotype.7521,100,0d darkness,0.109220971,unknown
Met.964,Tyrosine,ecotype.7521,100,0d darkness,-0.611276576,unknown
Met.985,Uric acid,ecotype.7521,100,0d darkness,-1.267731293,unknown
Met.986,Uridine,ecotype.7521,100,0d darkness,-0.763975488,unknown
Met.989,Uridine-5'-diphosphogalactose,ecotype.7521,100,0d darkness,-0.619369794,unknown
Met.1,(D-Glycero-alpha-D-Manno-Heptopyranosyl)-Dihydrogenphosphate,ecotype.8412,101,0d darkness,-0.235874848,unknown
Met.1006,Phe-Val,ecotype.8412,101,0d darkness,0.622988106,unknown
Met.125,6-Hydroxymelatonin,ecotype.8412,101,0d darkness,-0.019125336,unknown
Met.136,adenine,ecotype.8412,101,0d darkness,0.054530936,unknown
Met.138,Adenosine,ecotype.8412,101,0d darkness,-1.260637651,unknown
Met.193,Allantoic acid,ecotype.8412,101,0d darkness,-0.116996121,unknown
Met.202,alpha-D-Galacturonic acid 1-phosphate,ecotype.8412,101,0d darkness,-0.126711751,unknown
Met.205,alpha-Ketoglutaric acid,ecotype.8412,101,0d darkness,-1.074838826,unknown
Met.222,Argininosuccinic acid,ecotype.8412,101,0d darkness,-0.543929092,unknown
Met.261,Aspartic acid,ecotype.8412,101,0d darkness,-0.430781363,oragnic acid
Met.300,beta-Nicotinamide adenine dinucleotide,ecotype.8412,101,0d darkness,-0.589632278,unknown
Met.312,Cellobiitol,ecotype.8412,101,0d darkness,-0.029495103,unknown
Met.321,Citric acid,ecotype.8412,101,0d darkness,1.631309682,unknown
Met.384,Flavin Mononucleotide,ecotype.8412,101,0d darkness,-0.24472212,unknown
Met.385,Flavine adenine dinucleotide (FAD),ecotype.8412,101,0d darkness,-0.352700169,unknown
Met.387,Formimino-L-Aspartic acid,ecotype.8412,101,0d darkness,-0.211147833,unknown
Met.409,Glucoalyssin,ecotype.8412,101,0d darkness,-5.766860266,unknown
Met.412,Glucohirsutin,ecotype.8412,101,0d darkness,-0.351316294,unknown
Met.413,Glucoiberin,ecotype.8412,101,0d darkness,-1.414213445,unknown
Met.414,Gluconic acid,ecotype.8412,101,0d darkness,-0.12233513,unknown
Met.422,"Glutamic acid, N-acetyl-",ecotype.8412,101,0d darkness,-0.716467342,unknown
Met.457,Glutathione,ecotype.8412,101,0d darkness,-1.375223654,unknown
Met.486,Guanosine,ecotype.8412,101,0d darkness,-0.493760616,unknown
Met.50,2-Isopropylmalic acid,ecotype.8412,101,0d darkness,-0.536589739,unknown
Met.503,Histidine,ecotype.8412,101,0d darkness,-1.685695863,unknown
Met.536,Iminodiacetic acid,ecotype.8412,101,0d darkness,-0.064018,unknown
Met.545,Leucine,ecotype.8412,101,0d darkness,-0.694887045,unknown
Met.563,Kaempferol 3-O-6-O-(rhamnosyl) glucoside 7-O-rhamnoside,ecotype.8412,101,0d darkness,-4.298681433,unknown
Met.564,Kaempferol 3-O-glucoside 7-O-rhamnoside,ecotype.8412,101,0d darkness,-4.940036742,unknown
Met.569,Lactobionic acid,ecotype.8412,101,0d darkness,-0.211711634,unknown
Met.570,Lactulose,ecotype.8412,101,0d darkness,-0.277137424,unknown
Met.571,Isoleucine,ecotype.8412,101,0d darkness,-1.243325107,unknown
Met.589,Loganin,ecotype.8412,101,0d darkness,-0.011230944,unknown
Met.60,"3,4-Dihydroxybenzoic acid",ecotype.8412,101,0d darkness,-1.077714143,unknown
Met.614,Malic acid,ecotype.8412,101,0d darkness,-0.664606447,unknown
Met.646,Mimosine,ecotype.8412,101,0d darkness,-0.049831857,unknown
Met.660,"N,N-Dimethylglycine",ecotype.8412,101,0d darkness,-0.743476691,unknown
Met.669,N-Acetyl-L-Tyrosine,ecotype.8412,101,0d darkness,-2.735958975,unknown
Met.674,Naringin,ecotype.8412,101,0d darkness,-1.391156524,unknown
Met.684,N-Ethylmaleamic acid,ecotype.8412,101,0d darkness,0.606862706,unknown
Met.694,Nicotinamide adenine dinucleotide phosphate (NADP),ecotype.8412,101,0d darkness,0.007680441,unknown
Met.719,O-palmitoyl-L-Carnitine chloride,ecotype.8412,101,0d darkness,0.045211813,unknown
Met.728,Pantothenic acid (Vitamine B5) ,ecotype.8412,101,0d darkness,-0.380050005,unknown
Met.73,3-Deoxy-D-manno-2-octulosonic acid,ecotype.8412,101,0d darkness,-0.846240805,unknown
Met.77,3-Hydroxyphenylacetic acid,ecotype.8412,101,0d darkness,0.276449538,unknown
Met.779,porphobilinogen,ecotype.8412,101,0d darkness,-0.76073089,unknown
Met.809,Purine,ecotype.8412,101,0d darkness,-0.497629896,unknown
Met.817,Pyroglutamic acid,ecotype.8412,101,0d darkness,-1.205842245,unknown
Met.819,"Quercetin 3,7-dirhamnoside",ecotype.8412,101,0d darkness,-3.685912428,unknown
Met.821,Quercetin 3-O-glucoside 7-O-rhamnoside,ecotype.8412,101,0d darkness,-4.219374503,unknown
Met.830,Riboflavin ,ecotype.8412,101,0d darkness,-0.460907466,unknown
Met.836,Rutin,ecotype.8412,101,0d darkness,-2.467079066,unknown
Met.837,Saccharic acid,ecotype.8412,101,0d darkness,0.323790162,unknown
Met.840,S-Adenosyl-L-Homocysteine,ecotype.8412,101,0d darkness,-0.825099984,unknown
Met.846,Sedoheptulose,ecotype.8412,101,0d darkness,-0.111740873,unknown
Met.850,Serine,ecotype.8412,101,0d darkness,-1.121178419,amino acid
Met.876,Sinapoylglucose,ecotype.8412,101,0d darkness,-2.761739716,unknown
Met.886,Succinoadenosine,ecotype.8412,101,0d darkness,-0.193435318,unknown
Met.936,"Trehalose, alpha,beta-",ecotype.8412,101,0d darkness,0.131474255,unknown
Met.964,Tyrosine,ecotype.8412,101,0d darkness,-0.458686473,unknown
Met.985,Uric acid,ecotype.8412,101,0d darkness,-1.14522453,unknown
Met.986,Uridine,ecotype.8412,101,0d darkness,-0.845241281,unknown
Met.989,Uridine-5'-diphosphogalactose,ecotype.8412,101,0d darkness,-0.652977158,unknown
Met.1,(D-Glycero-alpha-D-Manno-Heptopyranosyl)-Dihydrogenphosphate,ecotype.8213,102,0d darkness,-0.072071717,unknown
Met.1006,Phe-Val,ecotype.8213,102,0d darkness,0.533265232,unknown
Met.125,6-Hydroxymelatonin,ecotype.8213,102,0d darkness,-0.02264198,unknown
Met.136,adenine,ecotype.8213,102,0d darkness,-0.088309564,unknown
Met.138,Adenosine,ecotype.8213,102,0d darkness,-1.960631837,unknown
Met.193,Allantoic acid,ecotype.8213,102,0d darkness,-0.244759374,unknown
Met.202,alpha-D-Galacturonic acid 1-phosphate,ecotype.8213,102,0d darkness,-1.469663258,unknown
Met.205,alpha-Ketoglutaric acid,ecotype.8213,102,0d darkness,-1.102544658,unknown
Met.222,Argininosuccinic acid,ecotype.8213,102,0d darkness,-0.795912765,unknown
Met.261,Aspartic acid,ecotype.8213,102,0d darkness,-0.577372368,oragnic acid
Met.300,beta-Nicotinamide adenine dinucleotide,ecotype.8213,102,0d darkness,-0.707661644,unknown
Met.312,Cellobiitol,ecotype.8213,102,0d darkness,0.009196424,unknown
Met.321,Citric acid,ecotype.8213,102,0d darkness,1.307163287,unknown
Met.384,Flavin Mononucleotide,ecotype.8213,102,0d darkness,-0.02085442,unknown
Met.385,Flavine adenine dinucleotide (FAD),ecotype.8213,102,0d darkness,-0.226852154,unknown
Met.387,Formimino-L-Aspartic acid,ecotype.8213,102,0d darkness,-0.017900408,unknown
Met.409,Glucoalyssin,ecotype.8213,102,0d darkness,-2.873560361,unknown
Met.412,Glucohirsutin,ecotype.8213,102,0d darkness,0.448313225,unknown
Met.413,Glucoiberin,ecotype.8213,102,0d darkness,-1.47351885,unknown
Met.414,Gluconic acid,ecotype.8213,102,0d darkness,-0.137703,unknown
Met.422,"Glutamic acid, N-acetyl-",ecotype.8213,102,0d darkness,-0.840989433,unknown
Met.457,Glutathione,ecotype.8213,102,0d darkness,-1.244451308,unknown
Met.486,Guanosine,ecotype.8213,102,0d darkness,-1.706013857,unknown
Met.50,2-Isopropylmalic acid,ecotype.8213,102,0d darkness,-0.093963689,unknown
Met.503,Histidine,ecotype.8213,102,0d darkness,-1.932846601,unknown
Met.536,Iminodiacetic acid,ecotype.8213,102,0d darkness,-0.234404281,unknown
Met.545,Leucine,ecotype.8213,102,0d darkness,-1.310434031,unknown
Met.563,Kaempferol 3-O-6-O-(rhamnosyl) glucoside 7-O-rhamnoside,ecotype.8213,102,0d darkness,-3.270456888,unknown
Met.564,Kaempferol 3-O-glucoside 7-O-rhamnoside,ecotype.8213,102,0d darkness,-4.1095976,unknown
Met.569,Lactobionic acid,ecotype.8213,102,0d darkness,-0.008112955,unknown
Met.570,Lactulose,ecotype.8213,102,0d darkness,-0.314465842,unknown
Met.571,Isoleucine,ecotype.8213,102,0d darkness,-1.340025007,unknown
Met.589,Loganin,ecotype.8213,102,0d darkness,0.339899389,unknown
Met.60,"3,4-Dihydroxybenzoic acid",ecotype.8213,102,0d darkness,-1.297914468,unknown
Met.614,Malic acid,ecotype.8213,102,0d darkness,-0.650595798,unknown
Met.646,Mimosine,ecotype.8213,102,0d darkness,-0.051898875,unknown
Met.660,"N,N-Dimethylglycine",ecotype.8213,102,0d darkness,-0.667427868,unknown
Met.669,N-Acetyl-L-Tyrosine,ecotype.8213,102,0d darkness,-2.832515163,unknown
Met.674,Naringin,ecotype.8213,102,0d darkness,-1.513028402,unknown
Met.684,N-Ethylmaleamic acid,ecotype.8213,102,0d darkness,0.048771108,unknown
Met.694,Nicotinamide adenine dinucleotide phosphate (NADP),ecotype.8213,102,0d darkness,0.101254896,unknown
Met.719,O-palmitoyl-L-Carnitine chloride,ecotype.8213,102,0d darkness,0.030257714,unknown
Met.728,Pantothenic acid (Vitamine B5) ,ecotype.8213,102,0d darkness,-1.105273956,unknown
Met.73,3-Deoxy-D-manno-2-octulosonic acid,ecotype.8213,102,0d darkness,-1.056211517,unknown
Met.77,3-Hydroxyphenylacetic acid,ecotype.8213,102,0d darkness,-0.350761284,unknown
Met.779,porphobilinogen,ecotype.8213,102,0d darkness,-0.548759226,unknown
Met.809,Purine,ecotype.8213,102,0d darkness,-0.809225046,unknown
Met.817,Pyroglutamic acid,ecotype.8213,102,0d darkness,-1.217572389,unknown
Met.819,"Quercetin 3,7-dirhamnoside",ecotype.8213,102,0d darkness,-3.814688959,unknown
Met.821,Quercetin 3-O-glucoside 7-O-rhamnoside,ecotype.8213,102,0d darkness,-4.934044043,unknown
Met.830,Riboflavin ,ecotype.8213,102,0d darkness,-0.690504767,unknown
Met.836,Rutin,ecotype.8213,102,0d darkness,-2.610052033,unknown
Met.837,Saccharic acid,ecotype.8213,102,0d darkness,0.175565452,unknown
Met.840,S-Adenosyl-L-Homocysteine,ecotype.8213,102,0d darkness,-0.870104409,unknown
Met.846,Sedoheptulose,ecotype.8213,102,0d darkness,-0.009509364,unknown
Met.850,Serine,ecotype.8213,102,0d darkness,-0.996041827,amino acid
