,country,id,pid,pidc,time,ecotype,Mincirclediam,Normsmallpax,Normlargepax,Minrectarea,Mindistcenbdy,vrectsizey,vrectsizex,Compactness,Normrotmo,Area,Paxratio,Circumference,Excentricity,Maxdiam,Roundness,Bdryround,Bdrycount,Bdrytoarearatio,Conhullcirc,Conhullarea
4_magic_e14_w1arab_magic_w1,USA,160,inside,noncorner,17,Col-0,9.6063,0.069209,0.17531,58.392,0.32793,6.6121,9.3962,0.78195,0.24452,33.345,2.533,35.489,0.18828,9.4019,37.771,62.646,45.705,1.3706,25.05,42.644
4_magic_e14_w2arab_magic_w2,USA,160,inside,noncorner,22,Col-0,16.393,0.082445,0.16455,163.34,0.82312,15.479,15.179,0.72707,0.24699,102.22,1.9958,80.377,0.1105,15.682,63.2,103.98,103.1,1.0085,45.165,140.6
4_magic_e14_w3arab_magic_w3,USA,160,inside,noncorner,25,Col-0,23.505,0.10673,0.16843,371.53,0.98772,22.844,18.329,0.6222,0.27516,174.6,1.5781,127.11,0.050281,22.882,92.541,149.39,161.5,0.92499,63.041,280.62
4_magic_e14_w4arab_magic_w4,USA,160,inside,noncorner,28,Col-0,31.377,0.11764,0.15295,682.98,1.0305,28.776,29.332,0.61209,0.27059,323.45,1.3002,190.96,0.01703,30.266,112.74,170.65,234.94,0.72635,86.798,528.43
4_magic_e14_w5arab_magic_w5,USA,160,inside,noncorner,32,Col-0,45.721,0.09977,0.13128,1357.3,2.7501,36.55,44.07,0.65943,0.23105,691.64,1.3158,270.29,0.018597,44.559,105.63,167.07,339.93,0.49148,122.61,1048.8
4_magic_e15_w1arab_magic_w1,Russia,172,outside,noncorner,17,Rsch-4,8.1655,0.087542,0.14956,46.174,0.4619,7.7198,7.259,0.74274,0.2371,27.827,1.7084,34.829,0.06841,7.7687,43.594,88.216,49.545,1.7805,22.702,37.465
4_magic_e15_w2arab_magic_w2,Russia,172,outside,noncorner,22,Rsch-4,14.931,0.068895,0.17444,123.46,0.59845,12.575,12.275,0.74661,0.24333,76.529,2.5319,63.971,0.18813,14.496,53.474,79.18,77.843,1.0172,38.628,102.5
4_magic_e15_w3arab_magic_w3,Russia,172,outside,noncorner,25,Rsch-4,21.273,0.096496,0.14479,273.1,0.20179,14.595,19.106,0.70042,0.24128,155.63,1.5004,96.273,0.040053,20.72,59.556,111.32,131.62,0.84575,56.894,222.19
4_magic_e15_w4arab_magic_w4,Russia,172,outside,noncorner,28,Rsch-4,29.127,0.10499,0.13862,499.11,0.66787,26.259,22.091,0.66185,0.24362,274.03,1.3203,134.23,0.01906,28.529,65.752,139.25,195.34,0.71286,77.209,414.04
4_magic_e15_w5arab_magic_w5,Russia,172,outside,noncorner,32,Rsch-4,44.187,0.11824,0.13378,1339.1,2.3685,36.329,38.731,0.61712,0.25202,634.81,1.1315,270.05,0.0038031,42.862,114.88,202.28,358.34,0.56449,120.61,1028.7
4_magic_e16_w1arab_magic_w1,Germany,184,inside,noncorner,17,No-0,9.0713,0.08333,0.12892,56.367,0.12802,7.7198,8.5264,0.76374,0.21225,32.832,1.5471,48.57,0.046139,8.5645,71.852,106,58.993,1.7969,24.604,42.988
4_magic_e16_w2arab_magic_w2,Germany,184,inside,noncorner,22,No-0,12.451,0.059457,0.14037,91.79,0.7909,8.6825,12.126,0.86752,0.19983,62.075,2.3608,44.053,0.16395,12.213,31.264,58.341,60.179,0.96945,31.797,71.554
4_magic_e16_w3arab_magic_w3,Germany,184,inside,noncorner,25,No-0,16.098,0.085149,0.11881,162.41,0.64538,15.391,14.861,0.79871,0.20396,113.09,1.3953,75.954,0.027236,15.341,51.011,74.113,91.551,0.80952,44.759,141.6
4_magic_e16_w4arab_magic_w4,Germany,184,inside,noncorner,28,No-0,21.819,0.083322,0.14108,302.09,1.1613,21.257,17.367,0.74401,0.2244,181.1,1.6931,114.13,0.066238,21.25,71.921,105.31,138.1,0.76257,58.317,243.41
4_magic_e16_w5arab_magic_w5,Germany,184,inside,noncorner,32,No-0,27.118,0.11263,0.13015,495.96,1.4271,21.167,23.869,0.76435,0.24277,254.23,1.1555,109.21,0.0052055,23.86,46.916,77.33,140.21,0.55151,71.771,332.62
4_magic_e17_w1arab_magic_w1,Ireland,196,outside,noncorner,17,Bur-0,15.44,0.10818,0.14845,140.07,0.25866,12.166,11.934,0.64034,0.25664,74.12,1.3722,74.853,0.024622,14.919,75.593,133.34,99.414,1.3413,40.885,115.75
4_magic_e17_w2arab_magic_w2,Ireland,196,outside,noncorner,22,Bur-0,29.927,0.11936,0.15098,620.3,0.19912,26.209,24.712,0.63022,0.27034,282.19,1.2649,169,0.013682,28.304,101.21,160.72,212.97,0.75469,80.282,447.77
4_magic_e17_w3arab_magic_w3,Ireland,196,outside,noncorner,25,Bur-0,40.516,0.1162,0.16138,1073.7,0.74298,31.815,35.924,0.61957,0.27758,490.03,1.3888,284.08,0.026495,38.497,164.68,250.12,350.1,0.71444,107.16,790.93
4_magic_e17_w4arab_magic_w4,Ireland,196,outside,noncorner,28,Bur-0,46.332,0.10237,0.15837,1420.6,1.3286,40.325,43.523,0.6132,0.26075,728.79,1.547,317.6,0.046123,43.601,138.41,277.82,449.97,0.61742,129.91,1188.5
4_magic_e17_w5arab_magic_w5,Ireland,196,outside,noncorner,32,Bur-0,64.522,0.10513,0.13721,2760.6,1.4237,53.961,51.563,0.61642,0.24234,1383.9,1.3052,512.7,0.017529,63.045,189.94,310.18,655.18,0.47342,176.08,2245.1
4_magic_e18_w1arab_magic_w1,Germany,208,inside,noncorner,17,Ler-0,12.194,0.091868,0.12048,91.755,0.51898,9.2694,11.471,0.77206,0.21235,58.252,1.3114,53.538,0.018153,11.875,49.205,69.21,63.495,1.09,32.976,75.449
4_magic_e18_w2arab_magic_w2,Germany,208,inside,noncorner,22,Ler-0,22.693,0.068325,0.15913,295.08,0.84897,22.016,16.474,0.78438,0.22745,191.42,2.329,101.09,0.15937,22.091,53.382,95.337,135.09,0.70573,59.126,244.04
4_magic_e18_w3arab_magic_w3,Germany,208,inside,noncorner,25,Ler-0,29.212,0.088804,0.14666,538.49,1.1265,26.115,26.645,0.72994,0.23547,324.97,1.6515,150.35,0.060375,28.216,69.564,114.32,192.75,0.59311,79.945,445.2
4_magic_e18_w4arab_magic_w4,Germany,208,inside,noncorner,28,Ler-0,35.655,0.086168,0.14938,861.76,0.14975,26.003,33.511,0.72603,0.23555,455.93,1.7336,186.97,0.072026,34.468,76.671,118.27,232.22,0.50933,94.52,627.97
4_magic_e18_w5arab_magic_w5,Germany,208,inside,noncorner,32,Ler-0,49.496,0.099208,0.14147,1564.4,1.3875,44.518,42.419,0.68005,0.24068,851.92,1.426,274.02,0.03083,46.704,88.135,125.56,327.06,0.38391,133.09,1252.7
4_magic_e19_w1arab_magic_w1,Libya,220,inside,noncorner,17,Mt-0,12.286,0.11313,0.23826,86.484,0.68385,10.782,9.3909,0.54692,0.35139,38.698,2.106,52.823,0.12679,11.928,72.104,104.31,63.534,1.6418,31.86,70.756
4_magic_e19_w2arab_magic_w2,Libya,220,inside,noncorner,22,Mt-0,16.999,0.10249,0.2035,156.18,0.75389,15.195,10.531,0.61557,0.30598,80.352,1.9855,79.929,0.10897,16.668,79.508,113.94,95.685,1.1908,44.256,130.53
4_magic_e19_w3arab_magic_w3,Libya,220,inside,noncorner,25,Mt-0,21.042,0.13117,0.15926,307.12,0.88393,17.76,18.025,0.56962,0.29043,133.07,1.2142,110.33,0.009357,20.093,91.47,169.14,150.03,1.1274,57.597,233.62
4_magic_e19_w4arab_magic_w4,Libya,220,inside,noncorner,28,Mt-0,26.786,0.12503,0.1639,464.22,1.198,20.119,23.449,0.57833,0.28894,205.4,1.3109,147.84,0.018098,24.924,106.41,172.85,188.43,0.91735,71.627,355.17
4_magic_e19_w5arab_magic_w5,Libya,220,inside,noncorner,32,Mt-0,33.355,0.12255,0.13096,797.61,1.9335,30.423,28.325,0.63695,0.25351,372.18,1.0686,172.36,0.0010989,31.394,79.819,155.65,240.68,0.64669,91.383,584.31
4_magic_e2_w1arab_magic_w1,CanaryI,16,inside,noncorner,17,Can-0,12.049,0.075286,0.15096,94.678,0.86785,9.7578,10.803,0.76615,0.22624,56.015,2.0051,43.828,0.11187,11.654,34.293,63.152,59.476,1.0618,32.166,73.112
4_magic_e2_w2arab_magic_w2,CanaryI,16,inside,noncorner,22,Can-0,19.707,0.080835,0.14404,219.86,0.37331,18.911,16.96,0.73979,0.22488,146.08,1.7819,88.216,0.079002,19.294,53.271,100.67,121.27,0.83014,52.893,197.47
4_magic_e2_w3arab_magic_w3,CanaryI,16,inside,noncorner,25,Can-0,26.678,0.090916,0.16123,441.04,-0.15454,21.657,24.515,0.685,0.25215,258.83,1.7734,107.91,0.07776,25.496,44.986,131.35,184.39,0.71238,73.685,377.86
4_magic_e2_w4arab_magic_w4,CanaryI,16,inside,noncorner,28,Can-0,35.126,0.12212,0.12961,861.29,1.1248,29.149,29.843,0.63706,0.25173,448.65,1.0613,217.52,0.00088381,33.796,105.46,186.14,288.99,0.64412,99.259,704.26
4_magic_e2_w5arab_magic_w5,CanaryI,16,inside,noncorner,32,Can-0,48.003,0.11656,0.14346,1372.2,0.87794,38.516,38.215,0.63275,0.26003,781.03,1.2308,336.02,0.0107,46.605,144.56,256.34,447.45,0.57289,131.89,1234.3
4_magic_e3_w1arab_magic_w1,Russia,28,outside,noncorner,17,WS-0,14.498,0.064098,0.1985,118.13,0.32425,11.107,11.223,0.74053,0.2626,62.272,3.0968,58.595,0.26196,14.193,55.135,94.206,76.592,1.23,35.655,84.091
4_magic_e3_w2arab_magic_w2,Russia,28,outside,noncorner,22,WS-0,23.697,0.11791,0.12728,384.9,0.50884,20.802,21.102,0.70024,0.24519,199.14,1.0795,101.5,0.0014629,21.645,51.737,122.12,155.94,0.7831,64.141,284.38
4_magic_e3_w3arab_magic_w3,Russia,28,outside,noncorner,25,WS-0,30.651,0.12423,0.13142,662.6,0.79438,27.44,28.344,0.67705,0.25564,338.4,1.0579,184.09,0.00079084,28.629,100.15,188.69,252.69,0.74672,84.723,499.81
4_magic_e3_w4arab_magic_w4,Russia,28,outside,noncorner,28,WS-0,39.168,0.11611,0.12514,1207.5,1.3896,35.591,36.287,0.65365,0.24125,603.94,1.0778,294,0.0014004,37.194,143.12,237.13,378.44,0.62662,112.29,923.95
4_magic_e3_w5arab_magic_w5,Russia,28,outside,noncorner,32,WS-0,54.879,0.12033,0.13313,2112.5,1.8775,50.274,46.923,0.59913,0.25345,1012.3,1.1064,380.08,0.0025514,51.813,142.71,297.3,548.59,0.54194,153.07,1689.6
4_magic_e4_w1arab_magic_w1,Netherlands,40,inside,noncorner,17,Hi-0,14.851,0.073405,0.23286,114.31,0.19237,10.644,11.917,0.63601,0.30626,56.275,3.1722,63.842,0.27106,14.462,72.427,115.89,80.757,1.435,36.117,88.481
4_magic_e4_w2arab_magic_w2,Netherlands,40,inside,noncorner,22,Hi-0,21.705,0.099829,0.13018,341.61,1.7362,18.857,19.306,0.70075,0.23001,187.29,1.3041,114.78,0.017416,20.568,70.341,125.89,153.55,0.81986,61.184,267.27
4_magic_e4_w3arab_magic_w3,Netherlands,40,inside,noncorner,25,Hi-0,31.242,0.11553,0.14533,672.14,0.27084,23.972,29.4,0.6409,0.26086,315.26,1.258,206.53,0.013055,29.748,135.31,230.51,269.57,0.85509,84.317,491.9
4_magic_e4_w4arab_magic_w4,Netherlands,40,inside,noncorner,28,Hi-0,41.683,0.10736,0.16644,1030.1,1.3104,35.035,30.447,0.63046,0.2738,489.43,1.5503,219.27,0.046566,40.276,98.231,237.06,340.62,0.69595,108.38,776.32
4_magic_e4_w5arab_magic_w5,Netherlands,40,inside,noncorner,32,Hi-0,55.924,0.11101,0.14071,1987.5,0.82843,49.47,42.23,0.61534,0.25172,973.83,1.2675,410.96,0.01392,51.414,173.43,285.49,527.28,0.54145,150.84,1582.6
4_magic_e5_w1arab_magic_w1,Germany,52,outside,noncorner,17,Zu-0,10.507,0.085576,0.10997,72.206,0.58378,9.0931,8.1605,0.85272,0.19555,49.809,1.2851,39.662,0.015566,9.9972,31.583,68.213,58.289,1.1703,28.805,58.412
4_magic_e5_w2arab_magic_w2,Germany,52,outside,noncorner,22,Zu-0,17.382,0.085009,0.1204,218.12,0.85063,14.508,16.153,0.78924,0.20541,130.35,1.4163,75.506,0.029687,16.505,43.737,90.454,108.59,0.83301,47.818,165.16
4_magic_e5_w3arab_magic_w3,Germany,52,outside,noncorner,25,Zu-0,24.727,0.1101,0.12732,419.74,0.57101,22.639,22.905,0.72591,0.23742,232.95,1.1565,103.11,0.0052654,22.898,45.637,134.86,177.25,0.76088,67.965,320.91
4_magic_e5_w4arab_magic_w4,Germany,52,outside,noncorner,28,Zu-0,32.209,0.093839,0.14003,733.5,0.81491,28.543,29.239,0.71608,0.23387,384.05,1.4922,168.1,0.03901,29.992,73.578,160.65,248.39,0.64677,87.895,536.32
4_magic_e5_w5arab_magic_w5,Germany,52,outside,noncorner,32,Zu-0,46.327,0.092373,0.10912,1485.6,2.0166,38.325,40.429,0.75635,0.20149,889.53,1.1812,253.44,0.0069046,43.684,72.207,177.78,397.67,0.44706,127.81,1176.1
4_magic_e6_w1arab_magic_w1,Germany,64,inside,noncorner,17,Po-0,12.995,0.062276,0.16235,99.752,0.10119,9.4429,12.707,0.79936,0.22463,60.75,2.607,47.003,0.19849,12.696,36.368,73.708,66.916,1.1015,33.05,75.998
4_magic_e6_w2arab_magic_w2,Germany,64,inside,noncorner,22,Po-0,21.305,0.099449,0.15908,277.69,0.4888,20.79,16.901,0.66612,0.25853,153.89,1.5996,109.3,0.053195,20.796,77.628,123.58,137.9,0.89612,56.9,231.02
4_magic_e6_w3arab_magic_w3,Germany,64,inside,noncorner,25,Po-0,30.693,0.12609,0.15408,597.84,0.38491,28.232,25.435,0.60097,0.28017,294.12,1.222,170.16,0.0099857,29.57,98.442,141.15,203.75,0.69275,83.252,489.4
4_magic_e6_w4arab_magic_w4,Germany,64,inside,noncorner,28,Po-0,38.73,0.11857,0.12933,1005.8,2.0377,34.808,37.314,0.63488,0.2479,519.67,1.0908,218.09,0.0018852,37.819,91.525,174.37,301.02,0.57925,107.32,818.54
4_magic_e6_w5arab_magic_w5,Germany,64,inside,noncorner,32,Po-0,52.077,0.10498,0.12698,1876.4,0.86099,45.539,49.446,0.69805,0.23195,1017.4,1.2095,328.31,0.0089918,49.737,105.94,245.74,500.02,0.49145,143.25,1457.5
4_magic_e7_w1arab_magic_w1,Spain,76,outside,noncorner,17,Sf-2,11.876,0.12527,0.17477,90.951,0.53259,10.685,10.453,0.61379,0.30004,46.82,1.3951,57.658,0.027216,11.485,71.005,100.29,68.523,1.4636,32.938,76.279
4_magic_e7_w2arab_magic_w2,Spain,76,outside,noncorner,22,Sf-2,18.772,0.083077,0.22697,187.65,0.081307,18.352,12.086,0.62816,0.31004,83.039,2.732,79.305,0.21538,18.306,75.74,116.78,98.476,1.1859,45.428,132.19
4_magic_e7_w3arab_magic_w3,Spain,76,outside,noncorner,25,Sf-2,25.985,0.087,0.2777,384.23,0.51596,18.702,20.824,0.63338,0.36469,167.13,3.1919,103.03,0.27341,25.396,63.51,116.5,139.54,0.83488,64.887,263.88
4_magic_e7_w4arab_magic_w4,Spain,76,outside,noncorner,28,Sf-2,37.718,0.084166,0.25226,778.66,-0.277,26.104,34.851,0.60646,0.33643,346.23,2.9972,220.32,0.24965,36.716,140.2,195.97,260.48,0.75233,93.216,570.91
4_magic_e7_w5arab_magic_w5,Spain,76,outside,noncorner,32,Sf-2,50.833,0.13572,0.17585,1740.7,0.25295,41.542,43.95,0.60911,0.31156,721.6,1.2957,328.6,0.016587,46.674,149.64,247.89,422.94,0.58611,135.29,1184.7
4_magic_e8_w1arab_magic_w1,Russia,88,inside,noncorner,17,Wil-2,9.0426,0.062427,0.15305,47.104,0.5319,8.246,6.0394,0.81444,0.21548,32.562,2.4517,32.059,0.17688,8.8824,31.564,60.449,44.366,1.3625,23.799,39.981
4_magic_e8_w2arab_magic_w2,Russia,88,inside,noncorner,22,Wil-2,14.32,0.074558,0.14696,122.35,0.62388,12.384,12.086,0.78842,0.22151,79.722,1.971,62.778,0.10682,13.966,49.435,83.86,81.765,1.0256,37.955,101.12
4_magic_e8_w3arab_magic_w3,Russia,88,inside,noncorner,25,Wil-2,18.824,0.085838,0.14446,237.63,1.1164,14.458,17.774,0.73105,0.2303,137.3,1.6829,92.063,0.064795,18.295,61.732,109.4,122.56,0.89266,50.906,187.81
4_magic_e8_w4arab_magic_w4,Russia,88,inside,noncorner,28,Wil-2,27.115,0.10596,0.16752,462.45,0.064,23.049,25.548,0.65927,0.27348,235.49,1.5811,123.04,0.050682,25.87,64.281,147.44,186.34,0.79125,72.946,357.2
4_magic_e8_w5arab_magic_w5,Russia,88,inside,noncorner,32,Wil-2,37.604,0.11384,0.119,967.27,1.142,34.769,30.705,0.71865,0.23284,495.9,1.0453,200.08,0.00049091,34.665,80.727,151.32,273.93,0.5524,100.84,690.05
4_magic_e9_w1arab_magic_w1,Norway,100,outside,noncorner,17,Oy-0,13.111,0.049334,0.20251,93.639,0.67254,12.537,7.7774,0.79971,0.25184,52.619,4.1049,51.859,0.36994,12.729,51.11,71.391,61.291,1.1648,31.622,65.798
4_magic_e9_w2arab_magic_w2,Norway,100,outside,noncorner,22,Oy-0,19.95,0.070448,0.15457,233.8,1.3031,19.057,14.106,0.77621,0.22501,152.53,2.194,90.297,0.13975,19.369,53.453,83.038,112.54,0.73782,52.768,196.51
4_magic_e9_w3arab_magic_w3,Norway,100,outside,noncorner,25,Oy-0,26.021,0.081081,0.15381,442.55,0.75115,23.794,18.875,0.74798,0.23489,249.05,1.897,107.32,0.095865,25.431,46.243,100.81,158.45,0.63621,70.713,332.96
4_magic_e9_w4arab_magic_w4,Norway,100,outside,noncorner,28,Oy-0,34.851,0.079352,0.14201,765.75,0.90631,28.929,26.843,0.74664,0.22136,423.66,1.7896,184.98,0.080114,33.87,80.764,135.7,239.77,0.56596,90.173,567.42
4_magic_e9_w5arab_magic_w5,Norway,100,outside,noncorner,32,Oy-0,44.957,0.097368,0.11243,1636.2,1.3904,40.548,42.049,0.7174,0.2098,860.39,1.1547,251.59,0.0051524,42.853,73.566,155.55,365.83,0.42519,128.66,1199.3
5_magic_e1_w1arab_magic_w1,Scotland,5,inside,noncorner,17,EDi-0,14.442,0.080455,0.17242,135.23,0.22536,13.127,10.571,0.69891,0.25288,71.169,2.1431,69.063,0.13226,14.021,67.02,111.26,88.982,1.2503,37.807,101.83
5_magic_e1_w2arab_magic_w2,Scotland,5,inside,noncorner,22,EDi-0,26.068,0.088905,0.14206,442.91,0.56362,21.913,24.464,0.71237,0.23097,245.81,1.5979,130.8,0.052967,25.235,69.598,126.31,176.2,0.71683,69.609,345.06
5_magic_e1_w3arab_magic_w3,Scotland,5,inside,noncorner,25,EDi-0,35.838,0.13863,0.14459,811.69,0.21582,30.832,32.486,0.62388,0.28322,384.92,1.043,195.93,0.00044298,33.771,99.732,185.35,267.11,0.69393,96.007,616.97
5_magic_e1_w4arab_magic_w4,Scotland,5,inside,noncorner,28,EDi-0,42.913,0.11656,0.13314,1401.1,0.71354,38.31,37.06,0.64814,0.2497,680.66,1.1422,245.1,0.0044075,40.04,88.259,187.83,357.56,0.52531,120.92,1050.2
5_magic_e1_w5arab_magic_w5,Scotland,5,inside,noncorner,32,EDi-0,63.928,0.12474,0.13329,2473.2,1.867,55.517,53.712,0.60156,0.25803,1235.2,1.0685,395.75,0.0010979,57.508,126.8,266.02,573.22,0.46407,167.76,2053.3
5_magic_e10_w1arab_magic_w1,Lithuania,113,inside,noncorner,17,Kn-0,8.5895,0.054543,0.18077,39.497,0.28467,5.4558,8.1257,0.78641,0.23531,23.864,3.3142,34.641,0.28774,8.4069,50.285,81.536,44.111,1.8484,21.102,30.345
5_magic_e10_w2arab_magic_w2,Lithuania,113,inside,noncorner,22,Kn-0,14.839,0.059832,0.17265,122.97,0.45606,10.204,13.805,0.80506,0.23248,73.745,2.8856,68.524,0.2355,14.406,63.672,93.039,82.832,1.1232,37.019,91.602
5_magic_e10_w3arab_magic_w3,Lithuania,113,inside,noncorner,25,Kn-0,19.515,0.088824,0.15681,220.8,0.65963,19.008,17.015,0.69759,0.24564,134.3,1.7654,96.25,0.076609,19.01,68.978,100.04,115.91,0.86305,52.646,192.52
5_magic_e10_w4arab_magic_w4,Lithuania,113,inside,noncorner,28,Kn-0,26.111,0.11002,0.15249,432.35,0.99194,23.505,20.167,0.67717,0.26251,223.24,1.3861,116.67,0.026183,24.897,60.969,123.94,166.34,0.74511,69.446,329.67
5_magic_e10_w5arab_magic_w5,Lithuania,113,inside,noncorner,32,Kn-0,35.366,0.1035,0.11588,893.2,1.2057,29.134,31.086,0.73229,0.21937,475.39,1.1196,189.7,0.0031827,33.669,75.701,153.37,270.02,0.56799,96.512,649.18
5_magic_e11_w1arab_magic_w1,Italy,125,inside,noncorner,17,Ct-1,9.3084,0.094629,0.15175,55.191,0.12088,8.0099,8.0099,0.69283,0.24638,32.827,1.6037,45.831,0.053755,9.0196,63.987,91.455,54.792,1.6691,25.497,47.381
5_magic_e11_w2arab_magic_w2,Italy,125,inside,noncorner,22,Ct-1,15.944,0.10547,0.18588,152.04,0.46529,14.979,11.833,0.64088,0.29135,76.956,1.7625,77.43,0.076181,15.411,77.906,109.91,91.969,1.1951,41.939,120.08
5_magic_e11_w3arab_magic_w3,Italy,125,inside,noncorner,25,Ct-1,18.733,0.082617,0.17321,222.87,0.40535,17.564,13.439,0.65131,0.25583,116.18,2.0965,104.83,0.1254,18.315,94.585,151.78,132.8,1.143,49.717,178.38
5_magic_e11_w4arab_magic_w4,Italy,125,inside,noncorner,28,Ct-1,24.707,0.096562,0.19974,376.96,0.2705,20.159,23.078,0.61377,0.2963,185.55,2.0685,139.35,0.12126,24.066,104.65,172,178.65,0.96279,65.548,302.32
5_magic_e11_w5arab_magic_w5,Italy,125,inside,noncorner,32,Ct-1,36.161,0.12277,0.20853,795.04,-0.10133,32.746,27.789,0.55959,0.33131,340.17,1.6985,202.06,0.067002,33.74,120.02,197.6,259.26,0.76217,96.325,607.88
5_magic_e12_w1arab_magic_w1,Germany,137,inside,noncorner,17,Wu-0,8.3003,0.076687,0.14974,43.533,0.099049,8.0099,6.849,0.77326,0.22642,26.426,1.9526,33.997,0.10409,8.0157,43.738,79.967,45.97,1.7396,22.173,34.174
5_magic_e12_w2arab_magic_w2,Germany,137,inside,noncorner,22,Wu-0,13.477,0.079554,0.1355,120.4,0.64244,9.7362,12.882,0.79403,0.21505,71.616,1.7032,65.44,0.067668,13.08,59.797,95.459,82.682,1.1545,35.58,90.193
5_magic_e12_w3arab_magic_w3,Germany,137,inside,noncorner,25,Wu-0,17.963,0.10786,0.12626,224.85,0.34091,15.302,15.568,0.71668,0.23411,123.21,1.1706,95.024,0.006178,16.934,73.283,124.82,124.01,1.0065,49.336,171.92
5_magic_e12_w4arab_magic_w4,Germany,137,inside,noncorner,28,Wu-0,25.079,0.11708,0.12463,430.84,0.77502,22.105,20.993,0.69035,0.24171,221.45,1.0645,132.71,0.00097508,23.178,79.534,148.87,181.57,0.81992,67.562,320.77
5_magic_e12_w5arab_magic_w5,Germany,137,inside,noncorner,32,Wu-0,33.378,0.10622,0.11542,816.06,1.4783,30.192,29.592,0.70518,0.22164,435.2,1.0867,182.81,0.0017251,31.98,76.792,174.77,275.79,0.6337,92.976,617.15
5_magic_e13_w1arab_magic_w1,Japan,149,inside,noncorner,17,Tsu-0,10.154,0.11274,0.13018,66.409,0.7024,9.2802,9.6282,0.69581,0.24292,38.876,1.1548,46.867,0.0051587,9.7145,56.501,83.788,57.073,1.4681,28.271,55.872
5_magic_e13_w2arab_magic_w2,Japan,149,inside,noncorner,22,Tsu-0,18.959,0.083638,0.16682,214.79,0.7826,17.583,16.231,0.70841,0.25046,123.41,1.9946,95.066,0.1103,17.97,73.233,132.54,127.89,1.0363,50.21,174.2
5_magic_e13_w3arab_magic_w3,Japan,149,inside,noncorner,25,Tsu-0,25.349,0.12919,0.16463,432.16,0.74596,23.508,19.657,0.6156,0.29382,191.4,1.2743,129.76,0.01455,24.067,87.968,156.72,173.19,0.90489,67.363,310.91
5_magic_e13_w4arab_magic_w4,Japan,149,inside,noncorner,28,Tsu-0,33.243,0.11761,0.16028,761.62,0.85771,28.081,27.525,0.62018,0.27789,348.69,1.3629,181.22,0.023583,31.886,94.187,198.4,263.02,0.75431,90.218,562.23
5_magic_e13_w5arab_magic_w5,Japan,149,inside,noncorner,32,Tsu-0,51.324,0.11322,0.12948,1762.9,1.2641,42.416,42.265,0.62218,0.2427,862.02,1.1437,325.91,0.0044918,50.005,123.22,201.37,416.64,0.48333,139.76,1385.5
5_magic_e14_w1arab_magic_w1,USA,161,inside,noncorner,17,Col-0,10.542,0.074424,0.18267,63.554,0.42601,9.8602,8.7002,0.70905,0.2571,38.271,2.4545,47.699,0.17727,10.235,59.451,83.051,56.377,1.4731,27.626,53.974
5_magic_e14_w2arab_magic_w2,USA,161,inside,noncorner,22,Col-0,19.567,0.12279,0.1854,231.61,0.9483,18.485,17.283,0.59931,0.30819,114.49,1.51,90.354,0.041281,18.889,71.308,119.41,116.92,1.0213,52.805,191.03
5_magic_e14_w3arab_magic_w3,USA,161,inside,noncorner,25,Col-0,27.24,0.11879,0.19606,432.64,0.65816,21.118,26.298,0.56644,0.31484,202.72,1.6505,153.3,0.060231,26.77,115.93,173.49,187.54,0.9251,71.803,357.88
5_magic_e14_w4arab_magic_w4,USA,161,inside,noncorner,28,Col-0,36.273,0.13573,0.16553,820.74,1.4708,30.166,34.615,0.57459,0.30127,379.84,1.2196,214.24,0.0097859,35.518,120.84,194.66,271.91,0.71587,97.943,661.06
5_magic_e14_w5arab_magic_w5,USA,161,inside,noncorner,32,Col-0,46.544,0.11596,0.13914,1509.2,2.0603,41.513,41.062,0.62628,0.2551,739.45,1.2,272.06,0.0082612,43.811,100.1,168.1,352.56,0.47679,127.88,1180.7
5_magic_e15_w1arab_magic_w1,Russia,173,inside,noncorner,17,Rsch-4,12.654,0.069633,0.1707,95.462,0.60643,12.329,8.7568,0.76732,0.24033,53.675,2.4514,51.638,0.17684,12.32,49.678,82.062,66.368,1.2365,32.465,69.951
5_magic_e15_w2arab_magic_w2,Russia,173,inside,noncorner,22,Rsch-4,23.727,0.10451,0.14932,364.9,0.77946,19.311,22.455,0.66899,0.25383,185.33,1.4288,111.4,0.031166,22.878,66.963,118.03,147.9,0.79806,63.216,277.03
5_magic_e15_w3arab_magic_w3,Russia,173,inside,noncorner,25,Rsch-4,32.722,0.12339,0.13948,705.84,0.70621,27.333,28.262,0.66515,0.26287,339.1,1.1304,167.46,0.0037445,30.084,82.696,164.49,236.18,0.69647,87.724,509.82
5_magic_e15_w4arab_magic_w4,Russia,173,inside,noncorner,28,Rsch-4,44.002,0.10828,0.16456,1298.8,1.5362,37.652,37.652,0.58951,0.27283,595.12,1.5198,286.44,0.042556,42.683,137.86,211.58,354.84,0.59626,118.98,1009.5
5_magic_e15_w5arab_magic_w5,Russia,173,inside,noncorner,32,Rsch-4,62.234,0.1129,0.14356,2502,1.8106,48.189,52.392,0.589,0.25646,1211.3,1.2715,409.93,0.01429,60.643,138.74,264.3,565.81,0.46712,169.55,2056.5
5_magic_e16_w1arab_magic_w1,Germany,185,inside,noncorner,17,No-0,8.8206,0.078989,0.16047,44.159,0.46385,6.5676,8.1807,0.71798,0.23946,27.986,2.0315,35.93,0.11578,8.6039,46.13,79.744,47.241,1.688,23.585,38.978
