,country,id,pid,pidc,time,ecotype,Mincirclediam,Normsmallpax,Normlargepax,Minrectarea,Mindistcenbdy,vrectsizey,vrectsizex,Compactness,Normrotmo,Area,Paxratio,Circumference,Excentricity,Maxdiam,Roundness,Bdryround,Bdrycount,Bdrytoarearatio,Conhullcirc,Conhullarea
1_magic_e19_w3arab_magic_w3,Libya,217,outside,noncorner,25,Mt-0,27.232,0.12661,0.17695,481.34,0.70348,24.651,21.868,0.59358,0.30356,207.18,1.3976,145.7,0.0275,24.599,102.46,161.46,182.9,0.88279,72.296,349.04
1_magic_e19_w4arab_magic_w4,Libya,217,outside,noncorner,28,Mt-0,34.482,0.1205,0.16491,792.87,1.4831,29.693,27.057,0.61786,0.28541,349.26,1.3685,172.39,0.02421,32.529,85.093,200.26,264.46,0.75722,92.133,565.27
1_magic_e19_w5arab_magic_w5,Libya,217,outside,noncorner,32,Mt-0,47.255,0.12399,0.13413,1521.5,2.017,36.567,42.262,0.60847,0.25812,700.7,1.0818,278.53,0.0015443,44.095,110.72,197.78,372.27,0.53128,127.96,1151.6
1_magic_e2_w1arab_magic_w1,CanaryI,13,outside,noncorner,17,Can-0,13.462,0.075053,0.19806,115.77,0.52667,10.106,12.197,0.64225,0.27312,55.016,2.639,52.342,0.20286,13.085,49.799,88.89,69.931,1.2711,36.396,85.661
1_magic_e2_w2arab_magic_w2,CanaryI,13,outside,noncorner,22,Can-0,22.402,0.10337,0.13295,330.62,-0.58107,21.463,19.962,0.71293,0.23632,197.99,1.2862,113.51,0.015672,21.431,65.075,101.82,141.98,0.71714,62.016,277.71
1_magic_e2_w3arab_magic_w3,CanaryI,13,outside,noncorner,25,Can-0,30.436,0.12323,0.13179,616.94,0.29621,27.072,26.019,0.67338,0.25502,320.56,1.0695,149.14,0.001128,27.553,69.388,157.5,224.69,0.70094,81.917,476.05
1_magic_e2_w4arab_magic_w4,CanaryI,13,outside,noncorner,28,Can-0,40.644,0.11774,0.1426,1014,0.21199,39.281,32.757,0.62732,0.26034,520.21,1.2111,229.87,0.0091129,39.705,101.57,201.24,323.55,0.62196,109.11,829.26
1_magic_e2_w5arab_magic_w5,CanaryI,13,outside,noncorner,32,Can-0,59.135,0.1003,0.13194,2167.9,-0.54791,52.959,47.543,0.66643,0.23224,1168.8,1.3154,311.94,0.018558,55.766,83.257,284.4,576.53,0.49329,157.61,1753.8
1_magic_e3_w1arab_magic_w1,Russia,25,outside,corner,17,WS-0,16.402,0.085835,0.20658,164.12,0.15759,11.801,15.041,0.64547,0.29241,75.698,2.4067,74.26,0.1705,15.942,72.849,112.05,92.095,1.2166,41.45,117.27
1_magic_e3_w2arab_magic_w2,Russia,25,outside,corner,22,WS-0,26.049,0.1018,0.14452,417.98,0.70342,19.904,21.551,0.69939,0.24632,231.88,1.4197,125.6,0.030087,25.179,68.038,132.68,175.4,0.75642,68.6,331.55
1_magic_e3_w3arab_magic_w3,Russia,25,outside,corner,25,WS-0,35.262,0.097861,0.16682,702.29,0.71913,33.169,26.988,0.66683,0.26468,400.09,1.7046,199.68,0.067875,34.485,99.659,214.27,292.79,0.73182,93.695,599.99
1_magic_e3_w4arab_magic_w4,Russia,25,outside,corner,28,WS-0,45.188,0.11001,0.15417,1352.3,1.1803,43.099,39.762,0.60946,0.26417,690.63,1.4015,306.54,0.027948,44.143,136.06,246.21,412.36,0.59708,124.98,1133.2
1_magic_e3_w5arab_magic_w5,Russia,25,outside,corner,32,WS-0,60.388,0.11954,0.14092,2710.2,0.57116,53.358,53.894,0.58511,0.26046,1181.3,1.1789,406.13,0.0067437,57.222,139.63,341.27,634.93,0.53749,168.63,2018.9
1_magic_e4_w1arab_magic_w1,Netherlands,37,outside,noncorner,17,Hi-0,15.074,0.093438,0.27788,109.06,-0.085468,14.462,7.8674,0.55636,0.37132,44.267,2.9739,62.042,0.24673,14.76,86.954,123.09,73.815,1.6675,35.798,79.566
1_magic_e4_w2arab_magic_w2,Netherlands,37,outside,noncorner,22,Hi-0,20.196,0.11763,0.16097,243.56,0.851,19.306,17.36,0.63386,0.2786,127.37,1.3685,99.401,0.024205,19.518,77.57,111.97,119.43,0.93761,54.467,200.95
1_magic_e4_w3arab_magic_w3,Netherlands,37,outside,noncorner,25,Hi-0,28.062,0.1154,0.16928,493.93,0.72693,26.535,21.108,0.58546,0.28468,224.63,1.467,158.53,0.035834,27.206,111.88,194.96,209.27,0.93161,73.806,383.68
1_magic_e4_w4arab_magic_w4,Netherlands,37,outside,noncorner,28,Hi-0,35.29,0.13108,0.13964,857.29,0.80395,31.143,30.447,0.61248,0.27072,391.13,1.0653,197.05,0.0010004,32.024,99.276,206.47,284.18,0.72656,96.031,638.6
1_magic_e4_w5arab_magic_w5,Netherlands,37,outside,noncorner,32,Hi-0,48.145,0.11854,0.13896,1685.2,0.14173,42.901,41.828,0.59568,0.25749,742.5,1.1722,346.2,0.0062869,44.722,161.42,279.01,455.15,0.613,132.05,1246.5
